Time,HipCenter_x,HipCenter_y,HipCenter_z,Spine_x,Spine_y,Spine_z,ShoulderCenter_x,ShoulderCenter_y,ShoulderCenter_z,Head_x,Head_y,Head_z,ShoulderLeft_x,ShoulderLeft_y,ShoulderLeft_z,ElbowLeft_x,ElbowLeft_y,ElbowLeft_z,WristLeft_x,WristLeft_y,WristLeft_z,HandLeft_x,HandLeft_y,HandLeft_z,ShoulderRight_x,ShoulderRight_y,ShoulderRight_z,ElbowRight_x,ElbowRight_y,ElbowRight_z,WristRight_x,WristRight_y,WristRight_z,HandRight_x,HandRight_y,HandRight_z,HipLeft_x,HipLeft_y,HipLeft_z,KneeLeft_x,KneeLeft_y,KneeLeft_z,AnkleLeft_x,AnkleLeft_y,AnkleLeft_z,FootLeft_x,FootLeft_y,FootLeft_z,HipRight_x,HipRight_y,HipRight_z,KneeRight_x,KneeRight_y,KneeRight_z,AnkleRight_x,AnkleRight_y,AnkleRight_z,FootRight_x,FootRight_y,FootRight_z,drop_this_col
1052,0.1104576,0.2126935,1.100397,0.09411109,0.2517712,1.088292,0.01689083,0.2309079,0.9935472,-0.08068629,0.3366725,0.9181738,-0.05121969,0.04322852,0.8953497,0.1070025,-0.09167472,0.9074112,-0.01696374,0.1372326,0.8414745,-0.05862513,0.206295,0.8505065,0.0730598,0.03389896,0.9628886,0.07520353,-0.2236943,0.8635012,0.05418396,-0.01385456,0.8387648,0.04717744,0.05609203,0.834788,0.02992304,0.1973989,1.214373,0.3005747,-0.01875734,1.166304,0.1734423,-0.2222922,1.005848,0.1305505,-0.2642678,0.9166988,0.2435702,0.2077623,1.056288,0.2005646,-0.04906203,1.352007,0.09279702,0.1735311,1.050112,0.06767339,0.1895353,0.9468546,
1095,0.1516468,0.2476597,1.138812,0.1469746,0.2775446,1.101808,0.06528802,0.2273812,1.012369,-0.01561802,0.3132296,0.9104086,-0.002822503,0.03970177,0.9141719,0.1552894,-0.09510748,0.9262189,0.01886424,0.1330169,0.8643223,-0.03389196,0.1939327,0.8548961,0.09138335,0.02969838,0.9579321,0.1141908,-0.1685981,0.8641539,0.02799835,0.07187267,0.8376853,-0.0007324684,0.1520296,0.8331292,0.06652512,0.2924365,1.111239,0.3329386,-0.00766778,1.1427,0.2188772,-0.2259266,0.9844273,0.1892336,-0.3129446,1.000792,0.2705362,0.2108122,1.210822,0.2196095,-0.09189729,1.386545,0.1065435,0.1298303,1.086503,0.08297275,0.1489949,0.9835094,
1125,0.1457253,0.3190717,1.127903,0.1504579,0.3238827,1.07893,0.08381408,0.2245102,1.014775,0.003398106,0.3065778,0.9104717,0.01570356,0.03683079,0.9165772,0.1192857,-0.1501586,0.869889,0.03317752,0.1219601,0.8509218,-0.03688712,0.228882,0.843442,0.1258522,0.02366897,0.9587219,0.0917314,-0.1565547,0.8292941,0.06982845,0.0718493,0.865536,0.06252747,0.147984,0.881882,0.09614389,0.3399203,1.160598,0.3577071,0.03236219,1.14785,0.1726623,-0.2505438,0.9706519,0.149462,-0.2943789,0.896917,0.213515,0.3330995,1.130972,0.2120662,-0.00539282,1.33824,0.1376747,0.1539024,0.9867833,0.06321917,0.1731361,0.9119032,
1156,0.2370631,-0.2079163,1.152138,0.2094868,-0.1370641,1.154168,0.1361373,0.1651945,0.9973906,0.04822933,0.2659132,0.9107645,0.06802677,-0.02248488,0.8991932,0.1526527,-0.2138133,0.8471688,0.08142215,0.06234804,0.8444695,0.04252383,0.1335446,0.844051,0.1732999,-0.0350254,0.9399766,0.04852697,-0.1770513,0.8213063,0.1174855,0.08555629,0.8946189,0.1719226,0.05897699,0.948585,0.2074993,-0.2323714,1.159803,0.4372595,-0.4978816,1.147094,0.6483033,-0.7417632,1.122057,0.6917948,-0.783192,1.050642,0.2783226,-0.2266991,1.160924,0.3125361,-0.3632941,1.519183,0.2292742,-0.2745322,1.143708,0.2488129,-0.2889898,1.053612,
1189,0.2391687,-0.2102925,1.151834,0.2147847,-0.1405349,1.154073,0.1820609,0.2246099,1.047623,0.09418987,0.3252862,0.9610488,0.1139504,0.03693044,0.9494253,0.1077924,-0.1538138,0.8347971,0.08486674,0.0809298,0.8446574,0.09063341,0.1611938,0.8549287,0.2192235,0.02438992,0.9902087,0.1065513,-0.1212959,0.8625535,0.121406,0.08810067,0.8888137,0.1263576,0.1578996,0.9018318,0.204102,-0.2511175,1.127827,0.4428677,-0.5070695,1.143108,0.6620684,-0.7420481,1.143769,0.7107212,-0.7769722,1.072257,0.2909847,-0.2354933,1.18303,0.3219521,-0.373164,1.500366,0.2614416,-0.3386615,1.111118,0.2016131,-0.3102825,1.026727,
1240,0.25255,-0.2585297,1.077016,0.2095166,-0.2167108,1.06396,0.147116,-0.008003636,0.9126857,0.1595962,0.1729631,0.9304777,0.07900552,-0.195683,0.8144882,0.0768194,-0.3840286,0.6952559,0.07537382,-0.2071836,0.8395202,0.01421181,-0.1539731,0.835972,0.2531043,0.04833753,1.04818,0.1402124,-0.1150307,0.8859221,0.1795614,0.09182718,0.8720846,0.1926777,0.1607798,0.8717344,0.1923857,-0.3837989,1.104812,0.5084321,-0.5256273,1.149934,0.7982702,-0.6556944,1.17794,0.8812413,-0.666265,1.136833,0.3599028,-0.2362501,1.128346,0.3573171,-0.4689975,1.445646,0.2920292,-0.4299598,1.058034,0.230494,-0.4011637,0.9751419,
1268,0.2747965,-0.3167083,1.067154,0.2347156,-0.2712929,1.057477,0.1801606,-0.04654941,0.9184943,0.1868818,0.1338709,0.9296972,0.1120501,-0.2342288,0.8202968,0.1098652,-0.4224724,0.7011243,0.041553,-0.2798715,0.8584533,0.02562934,-0.2011259,0.8470827,0.2861488,0.009791758,1.053988,0.1737986,-0.1611619,0.9016591,0.1728283,0.04579614,0.8506792,0.1725048,0.1147822,0.8379468,0.2027721,-0.4053275,1.102985,0.5233354,-0.5395931,1.141014,0.8171788,-0.6626673,1.162498,0.8999439,-0.6724627,1.12087,0.3825037,-0.3335612,1.089982,0.3652846,-0.5299088,1.428731,0.3000229,-0.4908868,1.041272,0.2389376,-0.4617897,0.958207,
1301,0.2790327,-0.3281912,1.065134,0.2593774,-0.2968939,1.074712,0.2702689,-0.1131205,1.045099,0.2715015,0.0791058,0.9859687,0.04415253,-0.1889266,0.884594,0.09849097,-0.3908682,0.8367298,-0.02041039,-0.1979217,0.8467234,0.0008874666,-0.1203007,0.8361299,0.3762572,-0.05677936,1.180593,0.2639069,-0.2277331,1.028271,0.26252,-0.0213428,0.9748336,0.2620577,0.04745395,0.9612806,0.1800319,-0.4365097,1.072026,0.5026047,-0.5632966,1.116433,0.7981476,-0.6794595,1.143742,0.8736669,-0.6887192,1.09004,0.39593,-0.4034152,1.058095,0.382016,-0.578871,1.349323,0.3692679,-0.7396244,1.602771,0.4189441,-0.802383,1.650378,
1344,0.299115,-0.3502467,1.053509,0.2785779,-0.3137665,1.066934,0.2840523,-0.1320498,1.039182,0.2801673,0.06099967,0.9757383,0.07231168,-0.2193652,0.8979192,0.1362066,-0.4568222,0.8460559,0.1978442,-0.6858902,0.8074408,0.2183901,-0.7622462,0.7988275,0.3900405,-0.07570862,1.174676,0.3231608,-0.242839,1.022692,0.3217747,-0.03655423,0.9692787,0.3213126,0.03220735,0.9557327,0.1914478,-0.4491065,1.071401,0.5127352,-0.5828274,1.106754,0.8069802,-0.7052933,1.125754,0.8813251,-0.7122964,1.070154,0.4127297,-0.4095846,1.038465,0.3912542,-0.5747675,1.335007,0.3715864,-0.726047,1.593211,0.4095189,-0.7849486,1.654525,
1532,0.1492669,-0.273908,0.7445048,0.1719228,-0.3084356,0.7720262,0.1920631,-0.3739813,0.9784871,0.1714453,-0.2073426,0.9275057,-0.02371821,-0.45516,0.8407661,0.03043769,-0.6564233,0.792993,0.1080869,-0.3994591,0.871861,0.1352469,-0.3274,0.8456107,0.2980513,-0.3176402,1.113981,0.221016,-0.4934084,0.9627671,0.3360506,-0.3186567,0.9364285,0.3906408,-0.3453107,0.9905463,0.1024825,-0.2764748,0.7324487,0.3013481,-0.4624558,0.9436143,0.4832298,-0.6325533,1.123356,0.4747273,-0.6148123,1.214579,0.1702553,-0.1984467,0.6082782,0.2814874,-0.3372999,0.9598048,0.2161309,-0.2982212,0.5718421,0.1510898,-0.293047,0.657048,
1565,0.2183071,-0.2475139,0.730199,0.2596796,-0.2686397,0.749787,0.3672644,-0.3054431,0.9456167,0.3466466,-0.1388043,0.8946389,0.1514831,-0.3866217,0.8078957,0.2056137,-0.5877907,0.7601308,0.1271092,-0.3529303,0.8854164,0.1577997,-0.2820595,0.8596993,0.4732526,-0.2491019,1.081111,0.3962173,-0.4248702,0.9298943,0.3362797,-0.2252497,0.8953686,0.3163006,-0.1587096,0.8881176,0.1175677,-0.2768734,0.7308152,0.3111449,-0.4729592,0.9385629,0.4880704,-0.6521774,1.115041,0.4615222,-0.6446938,1.204271,0.2115965,-0.1808232,0.5851474,0.2846096,-0.3309908,0.9422902,0.2192272,-0.2918966,0.5541812,0.1556887,-0.2890661,0.6407294,
1592,0,0,0,0,0,0,0,0,0,0.03953757,-0.06911611,0.3344443,0.2956189,-0.4003524,1.027903,0.3497416,-0.6014926,0.9801471,0.1688027,-0.3930659,0.9027335,0.1585501,-0.2943823,0.8644436,0.3108628,-0.3456076,0.9644161,0.2338275,-0.5213759,0.8132054,0.2980278,-0.3748477,0.9686816,0.3194279,-0.326005,1.024764,0,0,0,0,0,0,0.003919149,-0.2685645,0.2935916,-0.06269566,-0.2647809,0.3777353,0,0,0,0.110762,-0.1453617,0.4254709,0.04539037,-0.106274,0.03742813,0.03764277,-0.1287438,0.1421521,
1660,0,0,0,0,0,0,0,0,0,-0.009519255,-0.07155672,0.3370079,0,0,0,0,0,0,-0.01106494,-0.09842257,0.290646,-0.01475325,-0.1312301,0.3791734,0.2978623,-0.3899671,1.000088,0.220827,-0.5657353,0.8488795,0.298291,-0.3699506,0.9576726,0.3241124,-0.304689,0.9981931,0,0,0,0,0,0,0.1143949,-0.123668,0.3684553,0.07962832,-0.1027742,0.4679728,0,0,0,0.1199941,-0.1353134,0.4271114,0.05458963,-0.09620602,0.03888858,0.04450324,-0.1147632,0.1442589,
1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01183924,-0.09876456,0.2904856,-0.01578566,-0.1316861,0.3789595,0,0,0,0,0,0,0.08111381,-0.1010671,0.2771538,0.110753,-0.129076,0.3476378,0,0,0,0,0,0,0.1243433,-0.1334217,0.3609869,0.09102733,-0.1142406,0.461342,0,0,0,0,0,0,0,0,0,-0.005137367,-0.0384168,0.138066,
