Time,HipCenter_x,HipCenter_y,HipCenter_z,Spine_x,Spine_y,Spine_z,ShoulderCenter_x,ShoulderCenter_y,ShoulderCenter_z,Head_x,Head_y,Head_z,ShoulderLeft_x,ShoulderLeft_y,ShoulderLeft_z,ElbowLeft_x,ElbowLeft_y,ElbowLeft_z,WristLeft_x,WristLeft_y,WristLeft_z,HandLeft_x,HandLeft_y,HandLeft_z,ShoulderRight_x,ShoulderRight_y,ShoulderRight_z,ElbowRight_x,ElbowRight_y,ElbowRight_z,WristRight_x,WristRight_y,WristRight_z,HandRight_x,HandRight_y,HandRight_z,HipLeft_x,HipLeft_y,HipLeft_z,KneeLeft_x,KneeLeft_y,KneeLeft_z,AnkleLeft_x,AnkleLeft_y,AnkleLeft_z,FootLeft_x,FootLeft_y,FootLeft_z,HipRight_x,HipRight_y,HipRight_z,KneeRight_x,KneeRight_y,KneeRight_z,AnkleRight_x,AnkleRight_y,AnkleRight_z,FootRight_x,FootRight_y,FootRight_z,drop_this_col
416,-0.09712328,-0.1818603,1.577086,-0.105223,-0.1242431,1.617734,-0.1228398,0.2100238,1.663394,-0.1038209,0.4194783,1.604704,-0.2775509,0.1047137,1.642564,-0.3691859,-0.1437659,1.579836,-0.4072341,-0.3588586,1.458327,-0.4106324,-0.4322816,1.4107,0.04628161,0.114409,1.688754,0.1254284,-0.1633004,1.718616,0.1639515,-0.3824638,1.62309,0.1775379,-0.4577197,1.577981,-0.1627859,-0.2560765,1.550866,-0.2126054,-0.6937233,1.499199,-0.2523207,-1.042608,1.443784,-0.2467942,-1.074374,1.35199,-0.02227129,-0.2506636,1.568063,0.05030897,-0.6827563,1.495841,0.1081687,-1.027213,1.42404,0.1276795,-1.05283,1.332231,
422,-0.09712328,-0.1818603,1.577086,-0.105223,-0.1242431,1.617734,-0.1228398,0.2100238,1.663394,-0.1038209,0.4194783,1.604704,-0.2775509,0.1047137,1.642564,-0.3691859,-0.1437659,1.579836,-0.4072341,-0.3588586,1.458327,-0.4106324,-0.4322816,1.4107,0.04628161,0.114409,1.688754,0.1254284,-0.1633004,1.718616,0.1639515,-0.3824638,1.62309,0.1775379,-0.4577197,1.577981,-0.1627859,-0.2560765,1.550866,-0.2126054,-0.6937233,1.499199,-0.2523207,-1.042608,1.443784,-0.2467942,-1.074374,1.35199,-0.02227129,-0.2506636,1.568063,0.05030897,-0.6827563,1.495841,0.1081687,-1.027213,1.42404,0.1276795,-1.05283,1.332231,
456,-0.09580535,-0.1842798,1.589662,-0.1036546,-0.1273462,1.632737,-0.1190431,0.2079346,1.682063,-0.1036761,0.4187747,1.626213,-0.2735248,0.1023817,1.662916,-0.3727327,-0.148088,1.603289,-0.4219309,-0.3570371,1.488619,-0.4313024,-0.4305901,1.438033,0.05182984,0.1131208,1.708465,0.1351012,-0.1644749,1.721523,0.1810312,-0.3824238,1.618722,0.1883698,-0.4500194,1.570833,-0.1616495,-0.2577841,1.562851,-0.217094,-0.6971275,1.501752,-0.2616933,-1.050532,1.438376,-0.257112,-1.080699,1.345234,-0.02144104,-0.2534053,1.57882,0.05280605,-0.6905041,1.522814,0.1125299,-1.042104,1.463534,0.1326607,-1.070122,1.371795,
463,-0.09580535,-0.1842798,1.589662,-0.1036546,-0.1273462,1.632737,-0.1190431,0.2079346,1.682063,-0.1036761,0.4187747,1.626213,-0.2735248,0.1023817,1.662916,-0.3727327,-0.148088,1.603289,-0.4219309,-0.3570371,1.488619,-0.4313024,-0.4305901,1.438033,0.05182984,0.1131208,1.708465,0.1351012,-0.1644749,1.721523,0.1810312,-0.3824238,1.618722,0.1883698,-0.4500194,1.570833,-0.1616495,-0.2577841,1.562851,-0.217094,-0.6971275,1.501752,-0.2616933,-1.050532,1.438376,-0.257112,-1.080699,1.345234,-0.02144104,-0.2534053,1.57882,0.05280605,-0.6905041,1.522814,0.1125299,-1.042104,1.463534,0.1326607,-1.070122,1.371795,
480,-0.09352006,-0.1868383,1.6027,-0.1006432,-0.130274,1.648082,-0.1131395,0.2078494,1.701512,-0.1001089,0.4193691,1.651697,-0.2692746,0.1004356,1.681522,-0.3729673,-0.1450662,1.632182,-0.4295694,-0.3525255,1.511385,-0.4447276,-0.4200607,1.463163,0.05622139,0.1132124,1.724015,0.1421371,-0.1648176,1.726049,0.1912919,-0.3706315,1.619455,0.1923433,-0.443939,1.566069,-0.1599215,-0.2601834,1.57479,-0.2214066,-0.700989,1.507698,-0.2712832,-1.058569,1.439047,-0.2684076,-1.08761,1.344808,-0.01973673,-0.2558332,1.590961,0.05414463,-0.6972574,1.550811,0.114077,-1.05534,1.504016,0.1339782,-1.086208,1.412454,
486,-0.09352006,-0.1868383,1.6027,-0.1006432,-0.130274,1.648082,-0.1131395,0.2078494,1.701512,-0.1001089,0.4193691,1.651697,-0.2692746,0.1004356,1.681522,-0.3729673,-0.1450662,1.632182,-0.4295694,-0.3525255,1.511385,-0.4447276,-0.4200607,1.463163,0.05622139,0.1132124,1.724015,0.1421371,-0.1648176,1.726049,0.1912919,-0.3706315,1.619455,0.1923433,-0.443939,1.566069,-0.1599215,-0.2601834,1.57479,-0.2214066,-0.700989,1.507698,-0.2712832,-1.058569,1.439047,-0.2684076,-1.08761,1.344808,-0.01973673,-0.2558332,1.590961,0.05414463,-0.6972574,1.550811,0.114077,-1.05534,1.504016,0.1339782,-1.086208,1.412454,
505,-0.08980578,-0.1901497,1.61614,-0.09670036,-0.1334347,1.662889,-0.1070803,0.2069093,1.715175,-0.09706282,0.4189371,1.669778,-0.2638113,0.09613653,1.697906,-0.3707607,-0.1443682,1.654314,-0.4357879,-0.3534359,1.526152,-0.4540087,-0.4222206,1.480359,0.0621836,0.1102136,1.741402,0.1477064,-0.1614047,1.733358,0.1949101,-0.3647786,1.620537,0.1968026,-0.4365066,1.563518,-0.1568869,-0.2626502,1.588831,-0.2138649,-0.7066456,1.518932,-0.2604501,-1.069656,1.447565,-0.2567361,-1.098532,1.352641,-0.01637384,-0.2598901,1.6037,0.0516513,-0.7058434,1.577817,0.1072685,-1.070454,1.542439,0.1271694,-1.10446,1.451302,
511,-0.08980578,-0.1901497,1.61614,-0.09670036,-0.1334347,1.662889,-0.1070803,0.2069093,1.715175,-0.09706282,0.4189371,1.669778,-0.2638113,0.09613653,1.697906,-0.3707607,-0.1443682,1.654314,-0.4357879,-0.3534359,1.526152,-0.4540087,-0.4222206,1.480359,0.0621836,0.1102136,1.741402,0.1477064,-0.1614047,1.733358,0.1949101,-0.3647786,1.620537,0.1968026,-0.4365066,1.563518,-0.1568869,-0.2626502,1.588831,-0.2138649,-0.7066456,1.518932,-0.2604501,-1.069656,1.447565,-0.2567361,-1.098532,1.352641,-0.01637384,-0.2598901,1.6037,0.0516513,-0.7058434,1.577817,0.1072685,-1.070454,1.542439,0.1271694,-1.10446,1.451302,
566,-0.08484163,-0.1940184,1.63322,-0.09169912,-0.1375305,1.68157,-0.0996228,0.2047536,1.735649,-0.09101742,0.4172729,1.692568,-0.2575457,0.09397586,1.714651,-0.3691164,-0.1451884,1.677367,-0.4385661,-0.350396,1.553781,-0.4599512,-0.4203183,1.50615,0.06966266,0.1057512,1.760167,0.1534373,-0.1605019,1.743655,0.1988224,-0.3577313,1.624554,0.2029836,-0.4222333,1.564714,-0.1527032,-0.2657097,1.605202,-0.2102649,-0.710597,1.525755,-0.2577506,-1.077608,1.446024,-0.2533298,-1.105003,1.350175,-0.01155464,-0.264543,1.620384,0.04292913,-0.7148175,1.605047,0.08787571,-1.086273,1.578203,0.1071439,-1.123101,1.487486,
572,-0.08484163,-0.1940184,1.63322,-0.09169912,-0.1375305,1.68157,-0.0996228,0.2047536,1.735649,-0.09101742,0.4172729,1.692568,-0.2575457,0.09397586,1.714651,-0.3691164,-0.1451884,1.677367,-0.4385661,-0.350396,1.553781,-0.4599512,-0.4203183,1.50615,0.06966266,0.1057512,1.760167,0.1534373,-0.1605019,1.743655,0.1988224,-0.3577313,1.624554,0.2029836,-0.4222333,1.564714,-0.1527032,-0.2657097,1.605202,-0.2102649,-0.710597,1.525755,-0.2577506,-1.077608,1.446024,-0.2533298,-1.105003,1.350175,-0.01155464,-0.264543,1.620384,0.04292913,-0.7148175,1.605047,0.08787571,-1.086273,1.578203,0.1071439,-1.123101,1.487486,
590,-0.07896435,-0.198129,1.649789,-0.08650579,-0.141199,1.698703,-0.0960993,0.2030246,1.749093,-0.08609438,0.4149323,1.709097,-0.2501544,0.09104618,1.729998,-0.3630313,-0.1505515,1.700339,-0.4377056,-0.3539901,1.56902,-0.4605265,-0.4261751,1.516376,0.07657123,0.1002778,1.775981,0.1601543,-0.1638912,1.756989,0.2075645,-0.3557328,1.631878,0.2099405,-0.4223374,1.566668,-0.1468888,-0.2687836,1.621472,-0.1984288,-0.715588,1.539353,-0.2412942,-1.087191,1.456893,-0.2356519,-1.114496,1.360727,-0.004790204,-0.2699198,1.638593,0.03160565,-0.7235721,1.622989,0.06187573,-1.10087,1.595847,0.07901096,-1.138584,1.504692,
596,-0.07896435,-0.198129,1.649789,-0.08650579,-0.141199,1.698703,-0.0960993,0.2030246,1.749093,-0.08609438,0.4149323,1.709097,-0.2501544,0.09104618,1.729998,-0.3630313,-0.1505515,1.700339,-0.4377056,-0.3539901,1.56902,-0.4605265,-0.4261751,1.516376,0.07657123,0.1002778,1.775981,0.1601543,-0.1638912,1.756989,0.2075645,-0.3557328,1.631878,0.2099405,-0.4223374,1.566668,-0.1468888,-0.2687836,1.621472,-0.1984288,-0.715588,1.539353,-0.2412942,-1.087191,1.456893,-0.2356519,-1.114496,1.360727,-0.004790204,-0.2699198,1.638593,0.03160565,-0.7235721,1.622989,0.06187573,-1.10087,1.595847,0.07901096,-1.138584,1.504692,
667,-0.07061782,-0.2025183,1.670224,-0.07842612,-0.1455808,1.720306,-0.08718649,0.2008478,1.771041,-0.07782657,0.4128727,1.72839,-0.2445839,0.08701728,1.746888,-0.355552,-0.1558153,1.72095,-0.4335856,-0.3603868,1.592553,-0.4557462,-0.4336671,1.548874,0.08627072,0.09484495,1.795628,0.1667894,-0.1656097,1.771947,0.2096846,-0.3547077,1.640333,0.2117269,-0.4080276,1.580121,-0.1393465,-0.273546,1.642366,-0.1974909,-0.7186536,1.546932,-0.2461739,-1.091331,1.452876,-0.240447,-1.116621,1.355857,0.004037806,-0.2752663,1.657688,0.03417533,-0.7304456,1.661594,0.05940875,-1.111556,1.650714,0.07686637,-1.153731,1.561263,
674,-0.07061782,-0.2025183,1.670224,-0.07842612,-0.1455808,1.720306,-0.08718649,0.2008478,1.771041,-0.07782657,0.4128727,1.72839,-0.2445839,0.08701728,1.746888,-0.355552,-0.1558153,1.72095,-0.4335856,-0.3603868,1.592553,-0.4557462,-0.4336671,1.548874,0.08627072,0.09484495,1.795628,0.1667894,-0.1656097,1.771947,0.2096846,-0.3547077,1.640333,0.2117269,-0.4080276,1.580121,-0.1393465,-0.273546,1.642366,-0.1974909,-0.7186536,1.546932,-0.2461739,-1.091331,1.452876,-0.240447,-1.116621,1.355857,0.004037806,-0.2752663,1.657688,0.03417533,-0.7304456,1.661594,0.05940875,-1.111556,1.650714,0.07686637,-1.153731,1.561263,
