Time,HipCenter_x,HipCenter_y,HipCenter_z,Spine_x,Spine_y,Spine_z,ShoulderCenter_x,ShoulderCenter_y,ShoulderCenter_z,Head_x,Head_y,Head_z,ShoulderLeft_x,ShoulderLeft_y,ShoulderLeft_z,ElbowLeft_x,ElbowLeft_y,ElbowLeft_z,WristLeft_x,WristLeft_y,WristLeft_z,HandLeft_x,HandLeft_y,HandLeft_z,ShoulderRight_x,ShoulderRight_y,ShoulderRight_z,ElbowRight_x,ElbowRight_y,ElbowRight_z,WristRight_x,WristRight_y,WristRight_z,HandRight_x,HandRight_y,HandRight_z,HipLeft_x,HipLeft_y,HipLeft_z,KneeLeft_x,KneeLeft_y,KneeLeft_z,AnkleLeft_x,AnkleLeft_y,AnkleLeft_z,FootLeft_x,FootLeft_y,FootLeft_z,HipRight_x,HipRight_y,HipRight_z,KneeRight_x,KneeRight_y,KneeRight_z,AnkleRight_x,AnkleRight_y,AnkleRight_z,FootRight_x,FootRight_y,FootRight_z,drop_this_col
0,0.02068204,-0.1727417,1.399382,0.037455,-0.1205135,1.373241,0.1209998,0.1401576,1.258956,0.1697849,0.2901561,1.124864,-0.00191541,0.1558931,1.317271,-0.1056153,0.1077963,1.560915,-0.006308831,-0.1533151,1.464978,0.01420386,-0.2407496,1.439445,0.2243972,0.03478925,1.218161,0.2815059,-0.1597557,1.120608,0.2944161,-0.3447448,0.9983264,0.3071565,-0.3971153,0.9552275,-0.05187323,-0.2068964,1.453717,-0.1566719,-0.5613032,1.539243,-0.2332851,-0.8203928,1.586353,-0.2827046,-0.8706801,1.525709,0.05690793,-0.2513433,1.391696,-0.04568689,-0.5343661,1.422768,-0.1661482,-0.8666761,1.449382,-0.2157359,-0.9129953,1.385404,
11,-0.033329,-0.1854022,1.47633,-0.01858043,-0.128191,1.454911,0.05392645,0.1593543,1.363882,0.1236899,0.3162225,1.244306,-0.09605482,0.1473499,1.407462,-0.2402434,0.04881956,1.616824,-0.2416205,-0.2369672,1.545085,-0.2563023,-0.5070161,1.488183,0.1820754,0.04390609,1.374748,0.2203386,-0.1651084,1.38751,0.1869347,-0.3483553,1.266201,0.1367967,-0.3538544,1.131328,-0.1161074,-0.2292199,1.50713,-0.1410438,-0.5342668,1.520347,-0.1696916,-0.8847156,1.525372,-0.188443,-0.9377177,1.451031,0.01672043,-0.2663881,1.4839,-0.02337403,-0.5954305,1.462329,-0.06308084,-0.9212916,1.428829,-0.08251332,-0.9703518,1.351999,
52,-0.03951595,-0.188315,1.489258,-0.02642576,-0.1300935,1.468926,0.03586635,0.1633368,1.384308,0.1063633,0.3209168,1.267484,-0.1149789,0.1436404,1.422298,-0.2673837,0.03932755,1.623811,-0.2364964,-0.2416396,1.538613,-0.2378566,-0.4415358,1.490433,0.1726557,0.05331209,1.402306,0.2091905,-0.1561028,1.414538,0.1625113,-0.3533126,1.328122,0.1108303,-0.369787,1.190439,-0.1227395,-0.2361299,1.516698,-0.1491421,-0.5342306,1.523596,-0.1808322,-0.8920292,1.522362,-0.1949831,-0.9444288,1.446581,0.01414797,-0.2682326,1.498258,-0.003987979,-0.5989707,1.473796,-0.0219566,-0.9266572,1.437431,-0.03464354,-0.9759649,1.35935,
99,-0.0555003,-0.1916434,1.518062,-0.04414862,-0.1318588,1.500155,0.01179929,0.1684304,1.426602,0.07773705,0.3320768,1.312913,-0.1463408,0.1360498,1.45074,-0.3291184,0.03647453,1.60931,-0.2654323,-0.2456429,1.557043,-0.2762192,-0.3457348,1.536267,0.1558427,0.06498597,1.459486,0.1783877,-0.1745201,1.483715,0.1328077,-0.3680345,1.387359,0.08800058,-0.3864069,1.280388,-0.1404865,-0.2461938,1.532996,-0.1590968,-0.5341433,1.531406,-0.1829955,-0.9039161,1.520901,-0.186928,-0.9552548,1.443179,0.004089763,-0.2708847,1.535149,-0.00128415,-0.5994903,1.481921,-0.006613086,-0.9253456,1.417026,-0.008772825,-0.9715092,1.336057,
122,-0.06553054,-0.1921293,1.531386,-0.05584604,-0.1313969,1.515082,-0.009297211,0.1743112,1.450112,0.05615183,0.3420089,1.339541,-0.1629954,0.1336578,1.466311,-0.3445357,-0.01358616,1.616897,-0.361493,-0.2202369,1.664421,-0.4074551,-0.2700033,1.675975,0.1420714,0.07201614,1.4931,0.1674363,-0.1723554,1.508844,0.1200604,-0.3722844,1.430237,0.06830062,-0.3976653,1.303879,-0.1502228,-0.2491995,1.540814,-0.1751909,-0.5354019,1.541701,-0.2074706,-0.9054165,1.534495,-0.2067089,-0.9564238,1.456461,-0.002825519,-0.2711205,1.550078,0.001513239,-0.5491238,1.494291,0.00733584,-0.9222033,1.411684,0.01154179,-0.9668161,1.329654,
143,-0.06553054,-0.1921293,1.531386,-0.05584604,-0.1313969,1.515082,-0.009297211,0.1743112,1.450112,0.05615183,0.3420089,1.339541,-0.1629954,0.1336578,1.466311,-0.3445357,-0.01358616,1.616897,-0.361493,-0.2202369,1.664421,-0.4074551,-0.2700033,1.675975,0.1420714,0.07201614,1.4931,0.1674363,-0.1723554,1.508844,0.1200604,-0.3722844,1.430237,0.06830062,-0.3976653,1.303879,-0.1502228,-0.2491995,1.540814,-0.1751909,-0.5354019,1.541701,-0.2074706,-0.9054165,1.534495,-0.2067089,-0.9564238,1.456461,-0.002825519,-0.2711205,1.550078,0.001513239,-0.5491238,1.494291,0.00733584,-0.9222033,1.411684,0.01154179,-0.9668161,1.329654,
178,-0.07625325,-0.1917678,1.545575,-0.06812178,-0.1302315,1.531104,-0.02837516,0.1790017,1.474608,0.03645889,0.3432801,1.361205,-0.1825179,0.1314478,1.485192,-0.3588827,-0.02266839,1.617556,-0.3728721,-0.2351015,1.640911,-0.3593767,-0.3267174,1.648979,0.1322572,0.0764856,1.519998,0.149933,-0.1630496,1.54527,0.112811,-0.3611942,1.45556,0.05869757,-0.40669,1.329973,-0.1609528,-0.2519111,1.550339,-0.2002313,-0.5471336,1.554367,-0.2477703,-0.904443,1.549861,-0.246142,-0.9548492,1.471453,-0.01054404,-0.2714715,1.56481,-0.01023936,-0.5495871,1.510108,-0.009830383,-0.9229003,1.428946,-0.003469871,-0.9662893,1.346415,
217,-0.0849258,-0.1907173,1.558476,-0.07843322,-0.1286142,1.545785,-0.04772548,0.1831153,1.498768,0.01153321,0.3510477,1.389754,-0.2082636,0.1292255,1.509377,-0.3796034,-0.03354802,1.615283,-0.3856209,-0.2479892,1.627084,-0.3787571,-0.3406192,1.630084,0.1171505,0.08018321,1.552818,0.1352113,-0.1554079,1.581331,0.1030445,-0.3519785,1.485595,0.07410598,-0.4055085,1.415356,-0.1698751,-0.2544139,1.559389,-0.2032539,-0.550141,1.556989,-0.2437636,-0.9090462,1.544741,-0.2388816,-0.9575509,1.465281,-0.01584068,-0.2712414,1.577916,-0.01644104,-0.5483441,1.517458,-0.01724701,-0.9203565,1.428563,-0.008500936,-0.9615411,1.34514,
246,-0.09575353,-0.1891045,1.572869,-0.09144927,-0.1263576,1.562536,-0.07193173,0.1884336,1.527502,-0.01066338,0.3602642,1.418745,-0.2297577,0.1266568,1.529862,-0.3991573,-0.05208459,1.616973,-0.4062855,-0.2750399,1.605264,-0.3991809,-0.3674635,1.598923,0.09993034,0.08632008,1.585394,0.1213402,-0.1537863,1.608213,0.09516955,-0.3585026,1.532331,0.04487444,-0.4199684,1.380251,-0.1793299,-0.2565579,1.568345,-0.2124233,-0.5544455,1.564388,-0.2520715,-0.9113349,1.550118,-0.2436967,-0.9582864,1.470019,-0.02312918,-0.270084,1.592438,-0.0224137,-0.5480377,1.524192,-0.02146585,-0.9162638,1.425831,-0.00914302,-0.9541341,1.341542,
272,-0.1090787,-0.1901963,1.58792,-0.1057836,-0.1271069,1.57919,-0.08925839,0.1890188,1.550925,-0.03463335,0.359618,1.446132,-0.2497726,0.12399,1.551111,-0.4132554,-0.06993669,1.617214,-0.4254453,-0.3226482,1.577418,-0.4232206,-0.3961951,1.564564,0.08213465,0.09165075,1.614747,0.1012726,-0.1501449,1.637273,0.09125439,-0.3533595,1.552518,0.07091951,-0.4098491,1.481635,-0.1916699,-0.2606871,1.579654,-0.2181571,-0.5574808,1.570394,-0.2502415,-0.9169924,1.549816,-0.2387997,-0.9623619,1.469187,-0.0345672,-0.2704822,1.606679,-0.02805591,-0.5513353,1.530217,-0.01967582,-0.9127958,1.423392,-0.004602797,-0.9485433,1.338626,
318,-0.1205435,-0.1923008,1.602176,-0.1184163,-0.1287311,1.595399,-0.1087867,0.1902422,1.578874,-0.06079463,0.3677102,1.476604,-0.2682285,0.1196625,1.572693,-0.4255226,-0.0856273,1.614872,-0.4402727,-0.3325758,1.556503,-0.4381533,-0.4049151,1.538156,0.0612625,0.09745422,1.643214,0.08703925,-0.1565198,1.662845,0.07679822,-0.3575227,1.57208,0.04520747,-0.4295744,1.429199,-0.201233,-0.2643408,1.590346,-0.2240018,-0.5597154,1.577442,-0.2518683,-0.9212207,1.552445,-0.2378087,-0.9646625,1.471174,-0.0449957,-0.2711426,1.619626,-0.03250553,-0.5527749,1.536012,-0.01669362,-0.9093069,1.421481,0.001113422,-0.9421065,1.336059,
