Time,HipCenter_x,HipCenter_y,HipCenter_z,Spine_x,Spine_y,Spine_z,ShoulderCenter_x,ShoulderCenter_y,ShoulderCenter_z,Head_x,Head_y,Head_z,ShoulderLeft_x,ShoulderLeft_y,ShoulderLeft_z,ElbowLeft_x,ElbowLeft_y,ElbowLeft_z,WristLeft_x,WristLeft_y,WristLeft_z,HandLeft_x,HandLeft_y,HandLeft_z,ShoulderRight_x,ShoulderRight_y,ShoulderRight_z,ElbowRight_x,ElbowRight_y,ElbowRight_z,WristRight_x,WristRight_y,WristRight_z,HandRight_x,HandRight_y,HandRight_z,HipLeft_x,HipLeft_y,HipLeft_z,KneeLeft_x,KneeLeft_y,KneeLeft_z,AnkleLeft_x,AnkleLeft_y,AnkleLeft_z,FootLeft_x,FootLeft_y,FootLeft_z,HipRight_x,HipRight_y,HipRight_z,KneeRight_x,KneeRight_y,KneeRight_z,AnkleRight_x,AnkleRight_y,AnkleRight_z,FootRight_x,FootRight_y,FootRight_z
5279,0.04634517,-0.3626469,1.244969,0.03391911,-0.385658,1.239405,-0.02353311,-0.4951029,1.265037,0.01744282,-0.2751392,1.177271,-0.1115427,-0.5416264,1.28316,-0.2806143,-0.6384636,1.260267,-0.1863684,-0.4306466,1.116627,-0.2526895,-0.4065068,1.017678,0.1996889,-0.509765,1.261137,0.3065391,-0.6647749,1.188071,0.3893023,-0.480265,1.120327,0.436915,-0.4345124,1.091478,0.006977943,-0.311654,1.195771,0.003085357,-0.640498,1.137653,-0.0005392311,-0.9467017,1.071504,0.002905973,-0.9951454,1.148746,0.156643,-0.2839739,1.262983,0.2319093,-0.6074605,1.249536,0.3019937,-0.9086757,1.224983,0.3181303,-0.9426807,1.308099,
5298,0.04634517,-0.3626469,1.244969,0.03391911,-0.385658,1.239405,-0.02353311,-0.4951029,1.265037,0.01744282,-0.2751392,1.177271,-0.1115427,-0.5416264,1.28316,-0.2806143,-0.6384636,1.260267,-0.1863684,-0.4306466,1.116627,-0.2526895,-0.4065068,1.017678,0.1996889,-0.509765,1.261137,0.3065391,-0.6647749,1.188071,0.3893023,-0.480265,1.120327,0.436915,-0.4345124,1.091478,0.006977943,-0.311654,1.195771,0.003085357,-0.640498,1.137653,-0.0005392311,-0.9467017,1.071504,0.002905973,-0.9951454,1.148746,0.156643,-0.2839739,1.262983,0.2319093,-0.6074605,1.249536,0.3019937,-0.9086757,1.224983,0.3181303,-0.9426807,1.308099,
5320,0.0463008,-0.3594462,1.240413,0.03388276,-0.382851,1.235209,-0.02443829,-0.4927903,1.260905,0.01497947,-0.274353,1.169993,-0.1124479,-0.5393138,1.279028,-0.2813889,-0.6360763,1.25614,-0.185131,-0.4280618,1.114689,-0.2525926,-0.4063943,1.017195,0.1987837,-0.5074524,1.257005,0.3055514,-0.6623426,1.183982,0.3900644,-0.4769895,1.120549,0.4373935,-0.4317461,1.093852,0.004799061,-0.3085959,1.190382,0.001080762,-0.6377856,1.134391,-0.002379776,-0.9441551,1.070247,0.00108607,-0.9919723,1.147833,0.1582798,-0.2803224,1.258863,0.2336284,-0.6038437,1.245945,0.3037537,-0.9049378,1.221888,0.3198779,-0.9387944,1.305025,
5348,0.04493805,-0.3588004,1.237194,0.03262942,-0.3820196,1.232065,-0.02589609,-0.4904981,1.257417,0.01310594,-0.2721678,1.166249,-0.1139057,-0.5370215,1.27554,-0.2827165,-0.6337094,1.252656,-0.1841182,-0.4258728,1.113106,-0.2525796,-0.4062972,1.016769,0.1973259,-0.5051602,1.253516,0.3040113,-0.6599309,1.180537,0.3891055,-0.4741611,1.118808,0.4366187,-0.4287197,1.092756,0.003627178,-0.3086475,1.188979,-0.003408527,-0.6376425,1.131597,-0.009953187,-0.9436759,1.066181,-0.007171018,-0.9919369,1.143475,0.1565459,-0.2796502,1.252562,0.236054,-0.6022267,1.241861,0.310013,-0.9022896,1.219868,0.3266457,-0.9354073,1.303161,
5391,0.05230808,-0.3563693,1.224753,0.03744812,-0.3805557,1.222792,-0.02747458,-0.4898912,1.255974,0.01096852,-0.2715496,1.164713,-0.1154841,-0.5364146,1.274097,-0.2841653,-0.6330283,1.251218,-0.1839117,-0.4255848,1.112739,-0.2525872,-0.4062142,1.016522,0.1957474,-0.5045533,1.252074,0.3023508,-0.6592051,1.179138,0.3870972,-0.4729854,1.117509,0.4360194,-0.4258221,1.090646,0.007232656,-0.3096482,1.183077,-0.008569124,-0.638217,1.124477,-0.02326065,-0.9437,1.057953,-0.02346187,-0.9947542,1.133437,0.1814815,-0.2822385,1.216165,0.2700788,-0.6017479,1.226311,0.3524511,-0.8988082,1.223704,0.3699778,-0.9258413,1.308947,
5428,0.1011776,-0.3424669,1.219888,0.1130897,-0.3592326,1.225127,0.1715945,-0.4151943,1.290958,0.1066042,-0.2225634,1.171655,0.0835849,-0.4617178,1.309081,-0.08496694,-0.5582574,1.286206,-0.1801832,-0.4180763,1.108042,-0.2525908,-0.406184,1.016424,0.3948165,-0.4298564,1.287058,0.5013381,-0.5843897,1.214165,0.4322654,-0.4099017,1.069797,0.4092411,-0.351739,1.025559,-0.02288207,-0.3227616,1.144356,-0.001398684,-0.6536866,1.111002,0.01856524,-0.9612063,1.067964,0.02526433,-1.047205,1.097237,0.1476776,-0.2774235,1.200583,0.2063812,-0.6020751,1.228921,0.2609328,-0.903765,1.243211,0.2795742,-0.9576518,1.314248,
5452,0.03480363,-0.3618394,1.208412,0.02121691,-0.3867897,1.209226,-0.0459514,-0.4954436,1.261639,-0.009734944,-0.2808913,1.163371,-0.133961,-0.5419672,1.279762,-0.302384,-0.6384329,1.256892,-0.1905265,-0.4368067,1.119579,-0.2525998,-0.4061395,1.016294,0.1772706,-0.5101056,1.257739,0.2837108,-0.6645208,1.184889,0.3621326,-0.4615374,1.187083,0.435051,-0.4227966,1.088009,-0.01802839,-0.3206256,1.146298,-0.004282233,-0.6509964,1.100843,0.008485334,-0.9578481,1.046578,0.01421442,-1.012324,1.119312,0.1483001,-0.280492,1.20291,0.2089579,-0.6050148,1.229761,0.2652974,-0.9064348,1.242654,0.2786519,-0.9309112,1.329333,
5477,0.06541307,-0.335233,0.9989356,0.08217666,-0.3564206,1.043156,0.1631629,-0.4266107,1.29019,0.09612849,-0.2389075,1.16575,0.07515328,-0.4731342,1.308313,-0.09314134,-0.5695266,1.285446,-0.1806856,-0.4186428,1.107244,-0.2526071,-0.4061117,1.016261,0.3863848,-0.4412727,1.28629,0.492744,-0.5955702,1.213481,0.3578003,-0.4571133,1.186523,0.3128191,-0.4109609,1.181419,0.01025865,-0.3585494,1.011288,-0.02163609,-0.6512241,1.154095,-0.05124705,-0.9229422,1.274627,-0.06909513,-0.9576987,1.356846,0.07574571,-0.2700167,0.8476923,-0.02109946,-0.2504805,1.100806,0.2394239,-0.2572505,1.047709,0.1895405,-0.2294454,1.135445,
5495,0.06541307,-0.335233,0.9989356,0.08217666,-0.3564206,1.043156,0.1631629,-0.4266107,1.29019,0.09612849,-0.2389075,1.16575,0.07515328,-0.4731342,1.308313,-0.09314134,-0.5695266,1.285446,-0.1806856,-0.4186428,1.107244,-0.2526071,-0.4061117,1.016261,0.3863848,-0.4412727,1.28629,0.492744,-0.5955702,1.213481,0.3578003,-0.4571133,1.186523,0.3128191,-0.4109609,1.181419,0.01025865,-0.3585494,1.011288,-0.02163609,-0.6512241,1.154095,-0.05124705,-0.9229422,1.274627,-0.06909513,-0.9576987,1.356846,0.07574571,-0.2700167,0.8476923,-0.02109946,-0.2504805,1.100806,0.2394239,-0.2572505,1.047709,0.1895405,-0.2294454,1.135445,
5514,-0.05743519,-0.3376079,0.9151497,-0.06341434,-0.3651101,0.9559262,-0.09573939,-0.4682635,1.189417,-0.1627815,-0.2805387,1.064954,-0.183749,-0.5147871,1.20754,-0.3519157,-0.611106,1.184677,-0.2514096,-0.4154348,1.03035,-0.2870241,-0.4088615,0.978063,0.1274826,-0.4829255,1.185517,0.2337609,-0.6371057,1.11275,0.362075,-0.4615892,1.186999,0.433395,-0.4227954,1.094405,-0.08750517,-0.3458582,0.9288319,-0.006078869,-0.5914648,1.126066,0.0694829,-0.8193821,1.297042,0.08315792,-0.795871,1.383888,-0.01033507,-0.2712679,0.7743499,-0.01868506,-0.2512188,1.094716,0.2417814,-0.2579873,1.041628,0.1922701,-0.2307269,1.129711,
5550,-0.0352843,-0.346653,0.9767259,-0.04473794,-0.3727193,1.006377,-0.09562365,-0.4683713,1.189195,-0.1626694,-0.2806364,1.064725,-0.1836332,-0.5148949,1.207318,-0.3517962,-0.6112117,1.184454,-0.1997196,-0.4127629,1.093848,-0.1490274,-0.3466133,1.067529,0.1275983,-0.4830333,1.185295,0.2338743,-0.63721,1.112528,0.362078,-0.461588,1.18776,0.4338285,-0.4230127,1.094141,-0.04707951,-0.3387253,0.9322326,-0.01306328,-0.5983048,1.125955,0.01849443,-0.8391234,1.293619,0.0210885,-0.8189623,1.38235,0.03291231,-0.2288563,0.7934778,-0.03889871,-0.3370453,1.08843,0.2216515,-0.343816,1.035332,0.1721009,-0.316553,1.123424,
5579,-0.03577496,-0.3292458,0.8904253,-0.03862409,-0.3557846,0.9275608,-0.05523193,-0.4543793,1.143421,-0.1222776,-0.2666444,1.018947,-0.1432415,-0.5009029,1.161544,-0.3113737,-0.5972021,1.138682,-0.2107888,-0.4138288,1.072181,-0.252592,-0.406018,1.016123,0.1679901,-0.4690413,1.139521,0.2742465,-0.6231898,1.066765,0.3621733,-0.4622785,1.190236,0.3914823,-0.4086413,1.235275,-0.06555438,-0.3389499,0.9030497,-0.004558723,-0.5864355,1.10544,0.05200501,-0.8159389,1.281066,0.06038843,-0.7914561,1.368323,0.007569945,-0.2564055,0.750304,-0.03114924,-0.3522799,1.084399,0.2293704,-0.3590498,1.031307,0.1798381,-0.3317899,1.119388,
5598,-0.03577496,-0.3292458,0.8904253,-0.03862409,-0.3557846,0.9275608,-0.05523193,-0.4543793,1.143421,-0.1222776,-0.2666444,1.018947,-0.1432415,-0.5009029,1.161544,-0.3113737,-0.5972021,1.138682,-0.2107888,-0.4138288,1.072181,-0.252592,-0.406018,1.016123,0.1679901,-0.4690413,1.139521,0.2742465,-0.6231898,1.066765,0.3621733,-0.4622785,1.190236,0.3914823,-0.4086413,1.235275,-0.06555438,-0.3389499,0.9030497,-0.004558723,-0.5864355,1.10544,0.05200501,-0.8159389,1.281066,0.06038843,-0.7914561,1.368323,0.007569945,-0.2564055,0.750304,-0.03114924,-0.3522799,1.084399,0.2293704,-0.3590498,1.031307,0.1798381,-0.3317899,1.119388,
5633,-0.008023953,-0.3150202,0.8790454,0.01023142,-0.337722,0.909031,0.06778919,-0.4340579,1.103614,0.0007434748,-0.246323,0.9791347,-0.02022039,-0.4805814,1.121737,-0.1882255,-0.5768078,1.098879,-0.2479981,-0.404236,1.02296,-0.2842972,-0.3978119,0.9711484,0.2910112,-0.4487199,1.099714,0.3971874,-0.6027519,1.026999,0.3631462,-0.4634468,1.193265,0.3517991,-0.4170118,1.252568,-0.06366022,-0.3315762,0.8960242,-0.02212343,-0.577732,1.104644,0.01637836,-0.8059016,1.285958,0.01982876,-0.7782261,1.372569,0.01503467,-0.2412237,0.7387288,-0.0354819,-0.3477369,1.084337,0.2249852,-0.3545055,1.031255,0.1754821,-0.3272498,1.119322,
5671,-0.05395651,-0.3356622,0.9103528,-0.05943656,-0.3637765,0.9520607,-0.0892502,-0.4700511,1.19034,-0.1562959,-0.2823162,1.065854,-0.1772598,-0.5165746,1.208463,-0.3451382,-0.6127285,1.18561,-0.2510507,-0.4153697,1.030065,-0.2868234,-0.4085129,0.9779812,0.1339718,-0.484713,1.18644,0.2400679,-0.6386289,1.113768,0.3633044,-0.464554,1.194664,0.4334773,-0.4321944,1.119433,-0.07787064,-0.3414857,0.9072287,-0.02303213,-0.5872025,1.11349,0.0277748,-0.8148549,1.292523,0.03462638,-0.7895476,1.379617,3.789249E-05,-0.2544594,0.7585687,0.1289696,-0.4044677,1.074791,0.3893477,-0.4112339,1.021723,0.3758947,-0.4151132,1.125379,
5703,0.001737129,-0.3107173,0.8689601,0.01311178,-0.3368456,0.9028059,0.06778919,-0.4340579,1.103591,0.0007434748,-0.246323,0.9790978,-0.02022038,-0.4805814,1.121714,-0.1879726,-0.576663,1.098865,-0.2478734,-0.4044857,1.022889,-0.2831526,-0.3973241,0.9705487,0.2910112,-0.4487199,1.099691,0.3970276,-0.60252,1.027061,0.3631592,-0.4649647,1.194753,0.3518698,-0.4191129,1.25453,-0.05875089,-0.324122,0.8806666,-0.02457318,-0.5700155,1.090987,0.00707658,-0.7977216,1.273682,0.008959983,-0.7698173,1.360193,0.02065746,-0.2346813,0.7297163,0.1306669,-0.3907737,1.050034,0.3909566,-0.3975376,0.9969812,0.3777667,-0.4047206,1.100453,
5749,0,0,0,0,0,0,-0.04788199,-0.4094641,1.069828,-0.1149277,-0.2217292,0.9453222,-0.1358916,-0.4559876,1.087951,-0.3033926,-0.5519253,1.06511,-0.2346645,-0.3755448,1.015701,-0.2117551,-0.3167513,1.003109,0.17534,-0.4241261,1.065928,0.2811977,-0.5776959,0.9933805,0.3623698,-0.465333,1.193175,0.3894272,-0.4278788,1.263651,0,0,0,0.00981024,-0.1771622,0.3968351,-0.2247031,-0.1149877,0.4728192,-0.2150411,-0.2039622,0.5267351,0,0,0,-0.01530899,-0.1329045,0.4162835,0.244827,-0.1396644,0.3632571,0.2281052,-0.1607476,0.4642156,
5789,-0.06067831,-0.3188505,0.8682743,-0.06437712,-0.3458744,0.9070408,-0.08525777,-0.4467998,1.130833,-0.1523035,-0.2590649,1.006323,-0.1732673,-0.4933234,1.148956,-0.3407356,-0.5892422,1.126119,-0.2466926,-0.4066536,1.021831,-0.2153449,-0.3457907,0.990946,0.1379642,-0.4614618,1.126933,0.2438011,-0.6150016,1.054399,0.3616363,-0.4650161,1.191661,0.4187784,-0.4391353,1.133019,-0.09850015,-0.3272143,0.8804294,-0.05571601,-0.5762829,1.08597,-0.01614984,-0.806618,1.263975,-0.01199502,-0.7824386,1.351435,-0.01145171,-0.2511189,0.7288957,0.112331,-0.3987169,1.048518,0.372425,-0.4054758,0.9954995,0.3590317,-0.4095041,1.09902,
5850,-0.06095396,-0.3188022,0.8680719,-0.06477967,-0.3458148,0.9068139,-0.08671601,-0.4466542,1.130476,-0.1537617,-0.2589193,1.00596,-0.1747256,-0.4931777,1.148599,-0.3420691,-0.5890252,1.125764,-0.2466455,-0.4065409,1.021482,-0.2148376,-0.3457128,0.9905983,0.136506,-0.4613162,1.126575,0.242264,-0.6147416,1.054081,0.361105,-0.4643602,1.190449,0.4189224,-0.4386769,1.132411,-0.09861602,-0.3270892,0.88013,-0.05308489,-0.5768698,1.084419,-0.01099612,-0.807766,1.261183,-0.006136042,-0.7841258,1.348732,-0.01164004,-0.2511585,0.7288247,-0.0387284,-0.4053075,1.050924,0.22132,-0.4120651,0.9979139,0.1720441,-0.3848395,1.085878,
5884,-0.01850469,-0.3074076,0.8482589,-0.006299869,-0.3329263,0.8850248,0.05237678,-0.4264781,1.09914,-0.01466893,-0.2387432,0.9746107,-0.03563279,-0.4730017,1.117263,-0.2027281,-0.5687069,1.094437,-0.2498618,-0.3942001,1.016432,-0.265573,-0.3360311,0.994306,0.2755988,-0.4411401,1.095239,0.3812,-0.5943379,1.022828,0.3564746,-0.4671549,1.177048,0.3482327,-0.4247606,1.23233,-0.07999694,-0.321346,0.8574142,-0.06128249,-0.5644381,1.073171,-0.0439992,-0.7889403,1.260343,-0.04556552,-0.7602299,1.346412,0.007269572,-0.2334682,0.7068233,0.1099729,-0.3876471,1.030864,0.3698497,-0.3944004,0.9778837,0.3549637,-0.4005059,1.080993,
5908,-0.06102872,-0.2939769,0.8178195,-0.06425244,-0.3202522,0.8547522,-0.08274769,-0.4174729,1.06945,-0.1497934,-0.229738,0.944914,-0.1707573,-0.4639965,1.087573,-0.3377291,-0.559631,1.064752,-0.2408535,-0.3969206,1.018981,-0.202313,-0.4051515,1.068653,0.1404743,-0.4321349,1.065549,0.2459975,-0.5852196,0.993179,0.3555622,-0.4679383,1.17352,0.4191797,-0.4358614,1.12574,-0.09878841,-0.3054468,0.8340182,-0.06428638,-0.5442131,1.052564,-0.03243768,-0.7646174,1.242215,-0.03079557,-0.7343228,1.327702,-0.003151895,-0.2287868,0.6890532,0.1023704,-0.380945,1.013205,0.3621621,-0.3876961,0.9602389,0.3496745,-0.395247,1.06353,
5929,-0.06102872,-0.2939769,0.8178195,-0.06425244,-0.3202522,0.8547522,-0.08274769,-0.4174729,1.06945,-0.1497934,-0.229738,0.944914,-0.1707573,-0.4639965,1.087573,-0.3377291,-0.559631,1.064752,-0.2408535,-0.3969206,1.018981,-0.202313,-0.4051515,1.068653,0.1404743,-0.4321349,1.065549,0.2459975,-0.5852196,0.993179,0.3555622,-0.4679383,1.17352,0.4191797,-0.4358614,1.12574,-0.09878841,-0.3054468,0.8340182,-0.06428638,-0.5442131,1.052564,-0.03243768,-0.7646174,1.242215,-0.03079557,-0.7343228,1.327702,-0.003151895,-0.2287868,0.6890532,0.1023704,-0.380945,1.013205,0.3621621,-0.3876961,0.9602389,0.3496745,-0.395247,1.06353,
5952,0,0,0,0,0,0,0.03806685,-0.4255642,1.091771,-0.02897886,-0.2378293,0.9672282,-0.04994272,-0.4720878,1.109894,-0.2167916,-0.5676519,1.087078,-0.2498671,-0.3882131,1.014804,-0.2608923,-0.3284002,0.9945866,0.2612888,-0.4402262,1.087871,0.3667343,-0.5931981,1.015542,0.3554063,-0.4660768,1.174715,0.3516302,-0.423703,1.231646,0,0,0,0.000545265,-0.1771639,0.3973579,-0.2335699,-0.115095,0.4731988,-0.2289549,-0.2054344,0.5250672,0,0,0,0.04929563,-0.1438206,0.40931,0.3089899,-0.1505691,0.3563599,0.3089416,-0.1771942,0.4571763,
5984,0,0,0,0,0,0,-0.07005531,-0.3857083,1.052439,-0.137101,-0.1979734,0.9278896,-0.1580649,-0.4322319,1.070562,-0.3247911,-0.5277258,1.047751,-0.2211578,-0.367166,1.016197,-0.1833198,-0.3438391,1.061387,0.1531667,-0.4003703,1.048539,0.2585346,-0.5532298,0.9762511,0.291416,-0.4774005,1.176101,0.3023764,-0.4521241,1.24659,0,0,0,0.0004907862,-0.1773909,0.3972882,-0.2335487,-0.1153421,0.4731017,-0.2289972,-0.2056653,0.5249254,0,0,0,0.08371383,-0.1350325,0.4063226,0.3433241,-0.1417789,0.3533863,0.3517129,-0.1669944,0.4541757,
6019,0,0,0,0,0,0,-0.07869121,-0.4035954,1.058503,-0.1457369,-0.2158606,0.933946,-0.1667008,-0.450119,1.076626,-0.3333048,-0.545543,1.053819,-0.2324986,-0.3839486,1.017953,-0.2706809,-0.3658955,0.9707255,0.1445308,-0.4182574,1.054602,0.2498215,-0.5710049,0.982355,0.3343793,-0.4621667,1.190918,0.3625652,-0.4258873,1.264312,0,0,0,0.0004491268,-0.1775702,0.397243,-0.2335151,-0.1155413,0.4730292,-0.2290178,-0.2058442,0.524815,0,0,0,0.0462957,-0.1432928,0.4100245,0.3058225,-0.1500369,0.3571023,0.3051211,-0.1765029,0.4578777,
6046,0,0,0,0,0,0,-0.07788102,-0.4061023,1.057909,-0.1449267,-0.2183675,0.9333455,-0.1658906,-0.4526259,1.076032,-0.3323728,-0.5479801,1.053229,-0.2324856,-0.3859085,1.017864,-0.1991898,-0.3318847,1.009947,0.1453409,-0.4207643,1.054009,0.2505547,-0.5734001,0.9818019,0.3420639,-0.4629547,1.186531,0.3725669,-0.4261396,1.258645,0,0,0,0.0004161142,-0.1777173,0.3972144,-0.2334732,-0.1157082,0.4729735,-0.2290238,-0.2059881,0.524726,0,0,0,0.04621911,-0.1433735,0.4100477,0.3056629,-0.1501155,0.3571401,0.3049506,-0.1765854,0.4578745,
6074,0,0,0,0,0,0,-0.07788102,-0.4061023,1.057909,-0.1449267,-0.2183675,0.9333455,-0.1658906,-0.4526259,1.076032,-0.3323728,-0.5479801,1.053229,-0.2324856,-0.3859085,1.017864,-0.1991898,-0.3318847,1.009947,0.1453409,-0.4207643,1.054009,0.2505547,-0.5734001,0.9818019,0.3420639,-0.4629547,1.186531,0.3725669,-0.4261396,1.258645,0,0,0,0.0004161142,-0.1777173,0.3972144,-0.2334732,-0.1157082,0.4729735,-0.2290238,-0.2059881,0.524726,0,0,0,0.04621911,-0.1433735,0.4100477,0.3056629,-0.1501155,0.3571401,0.3049506,-0.1765854,0.4578745,
6108,0,0,0,0,0,0,-0.1061388,-0.4322977,1.09604,-0.1731845,-0.2445629,0.971463,-0.1941484,-0.4788213,1.114163,-0.3603882,-0.5740367,1.091369,-0.245543,-0.4067875,1.02125,-0.2072612,-0.3510378,1.001747,0.1170832,-0.4469597,1.092139,0.2221438,-0.5993733,1.020014,0.3478981,-0.4627272,1.184864,0.4089863,-0.4377658,1.130396,0,0,0,0.0003744518,-0.1779366,0.3971956,-0.2333666,-0.1159669,0.4729012,-0.2289936,-0.20621,0.5245703,0,0,0,0.04624095,-0.1437185,0.4099961,0.3055202,-0.1504564,0.3571165,0.30481,-0.1769637,0.4577619,
6129,0,0,0,0,0,0,-0.1061388,-0.4322977,1.09604,-0.1731845,-0.2445629,0.971463,-0.1941484,-0.4788213,1.114163,-0.3603882,-0.5740367,1.091369,-0.245543,-0.4067875,1.02125,-0.2072612,-0.3510378,1.001747,0.1170832,-0.4469597,1.092139,0.2221438,-0.5993733,1.020014,0.3478981,-0.4627272,1.184864,0.4089863,-0.4377658,1.130396,0,0,0,0.0003744518,-0.1779366,0.3971956,-0.2333666,-0.1159669,0.4729012,-0.2289936,-0.20621,0.5245703,0,0,0,0.04624095,-0.1437185,0.4099961,0.3055202,-0.1504564,0.3571165,0.30481,-0.1769637,0.4577619,
6147,0,0,0,0,0,0,-0.08999822,-0.4190741,1.069649,-0.1570439,-0.2313392,0.945065,-0.1780078,-0.4655976,1.087772,-0.3441271,-0.5607439,1.064982,-0.2424614,-0.4019531,1.020238,-0.2085728,-0.3490228,1.009193,0.1332237,-0.4337361,1.065748,0.2382082,-0.5860391,0.9936625,0.3477961,-0.4639408,1.182468,0.3843254,-0.4232413,1.249273,0,0,0,-0.0015079,-0.1783471,0.3970251,-0.2351754,-0.1163968,0.4727041,-0.2319225,-0.2063781,0.5248341,0,0,0,0.04618074,-0.1437892,0.4100207,0.3053785,-0.150525,0.357155,0.3046505,-0.1770238,0.4577633,
6177,0,0,0,0,0,0,-0.08848123,-0.417907,1.066967,-0.1555269,-0.2301721,0.9423774,-0.1764908,-0.4644306,1.085091,-0.3424899,-0.559508,1.062306,-0.2413239,-0.4000832,1.019966,-0.2076019,-0.3469416,1.009721,0.1347407,-0.432569,1.063067,0.2396492,-0.5847619,0.9910216,0.2925643,-0.4766564,1.174335,0.3677894,-0.4510717,1.142722,0,0,0,-0.001464395,-0.1784372,0.3970256,-0.2350588,-0.1165062,0.4726781,-0.2318014,-0.2065094,0.5246949,0,0,0,0.0460998,-0.143824,0.4100626,0.3052164,-0.1505577,0.3572107,0.3044617,-0.1770356,0.4577854,
6205,0,0,0,0,0,0,-0.08848123,-0.417907,1.066967,-0.1555269,-0.2301721,0.9423774,-0.1764908,-0.4644306,1.085091,-0.3424899,-0.559508,1.062306,-0.2413239,-0.4000832,1.019966,-0.2076019,-0.3469416,1.009721,0.1347407,-0.432569,1.063067,0.2396492,-0.5847619,0.9910216,0.2925643,-0.4766564,1.174335,0.3677894,-0.4510717,1.142722,0,0,0,-0.001464395,-0.1784372,0.3970256,-0.2350588,-0.1165062,0.4726781,-0.2318014,-0.2065094,0.5246949,0,0,0,0.0460998,-0.143824,0.4100626,0.3052164,-0.1505577,0.3572107,0.3044617,-0.1770356,0.4577854,
6225,0,0,0,0,0,0,-0.07604533,-0.3805309,1.047888,-0.1430911,-0.1927961,0.9232913,-0.1640549,-0.4270545,1.066011,-0.3299342,-0.5220634,1.04323,-0.2173814,-0.3681795,1.017689,-0.1798639,-0.3168849,1.013043,0.1471766,-0.395193,1.043988,0.2520095,-0.547276,0.9719819,0.3289835,-0.4574181,1.190357,0.3546415,-0.4274655,1.267016,0,0,0,-0.002108982,-0.1785968,0.3969868,-0.2356315,-0.116685,0.4726134,-0.2327648,-0.2066163,0.5247029,0,0,0,0.04596594,-0.1439002,0.4100952,0.3050028,-0.1506319,0.3572574,0.3042034,-0.1770924,0.4577979,
6246,-0.06718019,-0.29199,0.8124457,-0.06959137,-0.3179973,0.8484906,-0.08176383,-0.4039225,1.055012,-0.1488095,-0.2161876,0.9304092,-0.1697734,-0.450446,1.073135,-0.3355334,-0.5453866,1.050359,-0.2322015,-0.3860176,1.018409,-0.1977575,-0.3328946,1.011625,0.1414581,-0.4185844,1.051112,0.2462155,-0.5705581,0.9791464,0.3525476,-0.4691719,1.165545,0.4175958,-0.4344496,1.122414,-0.11143,-0.2997778,0.823872,-0.08095779,-0.5393862,1.042779,-0.05295672,-0.7595633,1.23182,-0.05215416,-0.7302896,1.317318,-0.01456177,-0.224135,0.6739613,0.08650453,-0.3757879,1.000313,0.3454612,-0.3825173,0.947488,0.333382,-0.3906533,1.050393,
6262,-0.06718019,-0.29199,0.8124457,-0.06959137,-0.3179973,0.8484906,-0.08176383,-0.4039225,1.055012,-0.1488095,-0.2161876,0.9304092,-0.1697734,-0.450446,1.073135,-0.3355334,-0.5453866,1.050359,-0.2322015,-0.3860176,1.018409,-0.1977575,-0.3328946,1.011625,0.1414581,-0.4185844,1.051112,0.2462155,-0.5705581,0.9791464,0.3525476,-0.4691719,1.165545,0.4175958,-0.4344496,1.122414,-0.11143,-0.2997778,0.823872,-0.08095779,-0.5393862,1.042779,-0.05295672,-0.7595633,1.23182,-0.05215416,-0.7302896,1.317318,-0.01456177,-0.224135,0.6739613,0.08650453,-0.3757879,1.000313,0.3454612,-0.3825173,0.947488,0.333382,-0.3906533,1.050393,
6283,0,0,0,0,0,0,-0.08188027,-0.4046481,1.054999,-0.148926,-0.2169132,0.9303895,-0.1698899,-0.4511717,1.073122,-0.3355309,-0.5460441,1.050351,-0.2326424,-0.3865494,1.018426,-0.1983462,-0.3333846,1.011651,0.1413417,-0.4193101,1.051099,0.2460239,-0.5711746,0.9791729,0.3525907,-0.4692157,1.165521,0.4175659,-0.4344597,1.122435,0,0,0,-0.008893316,-0.1795319,0.3964781,-0.2422718,-0.1176583,0.4720529,-0.2432686,-0.2067181,0.5255422,0,0,0,0.04578866,-0.1439972,0.4101687,0.3046657,-0.1507245,0.3573573,0.3037823,-0.177123,0.4578366,
6308,0,0,0,0,0,0,0.03771231,-0.4216447,1.082148,-0.02933341,-0.2339099,0.9575319,-0.05029729,-0.4681683,1.100271,-0.2158198,-0.5629728,1.077504,-0.2502674,-0.3827098,1.013905,-0.2867942,-0.3699188,0.9641048,0.2609343,-0.4363067,1.078248,0.3655415,-0.5880626,1.006361,0.4159241,-0.4315794,1.165938,0.4327183,-0.3794183,1.222996,0,0,0,-0.008890288,-0.1795619,0.3965094,-0.2421975,-0.1177072,0.4720584,-0.2432117,-0.2067524,0.5255004,0,0,0,0.04575411,-0.1440596,0.4101925,0.304552,-0.1507848,0.3573947,0.3036424,-0.1771595,0.457842,
