Time,HipCenter_x,HipCenter_y,HipCenter_z,Spine_x,Spine_y,Spine_z,ShoulderCenter_x,ShoulderCenter_y,ShoulderCenter_z,Head_x,Head_y,Head_z,ShoulderLeft_x,ShoulderLeft_y,ShoulderLeft_z,ElbowLeft_x,ElbowLeft_y,ElbowLeft_z,WristLeft_x,WristLeft_y,WristLeft_z,HandLeft_x,HandLeft_y,HandLeft_z,ShoulderRight_x,ShoulderRight_y,ShoulderRight_z,ElbowRight_x,ElbowRight_y,ElbowRight_z,WristRight_x,WristRight_y,WristRight_z,HandRight_x,HandRight_y,HandRight_z,HipLeft_x,HipLeft_y,HipLeft_z,KneeLeft_x,KneeLeft_y,KneeLeft_z,AnkleLeft_x,AnkleLeft_y,AnkleLeft_z,FootLeft_x,FootLeft_y,FootLeft_z,HipRight_x,HipRight_y,HipRight_z,KneeRight_x,KneeRight_y,KneeRight_z,AnkleRight_x,AnkleRight_y,AnkleRight_z,FootRight_x,FootRight_y,FootRight_z
2716,-0.04074912,-0.1831819,1.615789,-0.051564,-0.1311263,1.660814,-0.06642576,0.1648208,1.649854,-0.06941043,0.353342,1.563747,-0.236957,0.06616682,1.632983,-0.4411799,0.01228914,1.534946,-0.6176592,-0.04545804,1.452498,-0.6764856,-0.0647071,1.428883,0.1056784,0.1151725,1.693527,0.3550604,0.1466097,1.743351,0.4606262,0.3055639,1.676177,0.4808642,0.3862177,1.622004,-0.1111701,-0.2665916,1.596238,-0.08177424,-0.546563,1.560965,-0.04494625,-0.8973194,1.508532,-0.02770263,-0.9303716,1.42435,0.04137352,-0.2554588,1.614753,0.1033907,-0.5408456,1.55023,0.1747951,-0.8694296,1.466521,0.1949246,-0.8942572,1.381171,
2763,-0.03885999,-0.182531,1.615121,-0.05031745,-0.1306656,1.660203,-0.06507061,0.1651493,1.649844,-0.06609949,0.3529485,1.562404,-0.2346691,0.06760438,1.63132,-0.4402812,0.01394764,1.536466,-0.6177198,-0.04378212,1.456387,-0.6768661,-0.06302538,1.433562,0.1067029,0.1171149,1.696447,0.3451716,0.1458006,1.75454,0.4266447,0.3145596,1.676691,0.441981,0.3817925,1.621408,-0.1083883,-0.2655686,1.594282,-0.07971064,-0.546189,1.559876,-0.04384038,-0.897191,1.508577,-0.02570655,-0.9296249,1.424677,0.04285836,-0.2547462,1.614697,0.1039524,-0.5408882,1.549578,0.1739813,-0.868878,1.465459,0.1949883,-0.8934812,1.380251,
2793,-0.03678315,-0.18167,1.614267,-0.04912851,-0.1300597,1.659376,-0.064726,0.1654414,1.64955,-0.06317714,0.3541261,1.561454,-0.2328147,0.0685468,1.630104,-0.4414667,0.01502128,1.536967,-0.6198278,-0.04306427,1.459614,-0.6792815,-0.06242612,1.437697,0.1080671,0.1191227,1.699741,0.3383557,0.1458591,1.760239,0.4009329,0.3186923,1.672989,0.3862133,0.3747047,1.615372,-0.1055002,-0.2645761,1.592478,-0.07771017,-0.5450185,1.558324,-0.0429109,-0.8961942,1.50731,-0.02390693,-0.9286772,1.423567,0.04522319,-0.2536477,1.614492,0.1046802,-0.5409741,1.548717,0.1724101,-0.8682791,1.464231,0.1941377,-0.8926896,1.379145,
2852,-0.03375424,-0.1806848,1.612771,-0.04710413,-0.1294492,1.658303,-0.06379821,0.1663969,1.650409,-0.05943335,0.3548734,1.562622,-0.2304599,0.06979498,1.629284,-0.4444009,0.01780665,1.538559,-0.6250277,-0.03852376,1.466018,-0.6852366,-0.05730057,1.445704,0.1089962,0.1204411,1.703562,0.3304275,0.1452555,1.766746,0.3596108,0.3195512,1.664139,0.33412,0.3666119,1.607967,-0.1014095,-0.2632767,1.589222,-0.03312466,-0.5510213,1.545397,0.04505949,-0.8804806,1.48573,0.06985021,-0.9073768,1.402241,0.04838694,-0.2521426,1.613317,0.1079314,-0.5398753,1.546825,0.1754988,-0.8663762,1.461766,0.1982376,-0.8902692,1.376793,
2882,-0.03253752,-0.180221,1.612116,-0.04618976,-0.1291484,1.657827,-0.06342334,0.1668018,1.650778,-0.05826374,0.355438,1.563748,-0.2299392,0.07002408,1.629347,-0.4465831,0.01912599,1.539609,-0.6264767,-0.03952783,1.467083,-0.6864412,-0.0590791,1.446774,0.1092528,0.1211755,1.705068,0.3285528,0.1450422,1.768364,0.3559266,0.3181412,1.662949,0.3326183,0.3659756,1.607066,-0.09997909,-0.2629211,1.587879,-0.03269558,-0.5510401,1.545159,0.04431754,-0.8808229,1.486771,0.06933905,-0.9078107,1.403378,0.04976396,-0.2513978,1.612811,0.1089508,-0.5394965,1.546114,0.1759631,-0.8656865,1.460965,0.1989418,-0.8894135,1.376008,
2903,-0.03253752,-0.180221,1.612116,-0.04618976,-0.1291484,1.657827,-0.06342334,0.1668018,1.650778,-0.05826374,0.355438,1.563748,-0.2299392,0.07002408,1.629347,-0.4465831,0.01912599,1.539609,-0.6264767,-0.03952783,1.467083,-0.6864412,-0.0590791,1.446774,0.1092528,0.1211755,1.705068,0.3285528,0.1450422,1.768364,0.3559266,0.3181412,1.662949,0.3326183,0.3659756,1.607066,-0.09997909,-0.2629211,1.587879,-0.03269558,-0.5510401,1.545159,0.04431754,-0.8808229,1.486771,0.06933905,-0.9078107,1.403378,0.04976396,-0.2513978,1.612811,0.1089508,-0.5394965,1.546114,0.1759631,-0.8656865,1.460965,0.1989418,-0.8894135,1.376008,
2926,-0.03143101,-0.1794283,1.611843,-0.04523801,-0.1285643,1.657707,-0.06281561,0.1674574,1.651716,-0.0578646,0.3564436,1.565125,-0.229664,0.0701909,1.629587,-0.4477822,0.01992499,1.540984,-0.6274085,-0.03948598,1.468398,-0.6872839,-0.05928963,1.448068,0.1091712,0.1220427,1.706216,0.3275164,0.1448136,1.769151,0.3550707,0.3170198,1.662156,0.3328193,0.3657842,1.606683,-0.0987851,-0.2621092,1.587029,-0.03241286,-0.550946,1.544906,0.04333746,-0.880594,1.487304,0.06844711,-0.9076055,1.403945,0.05096072,-0.2504791,1.612693,0.1108355,-0.5388885,1.545459,0.1783856,-0.8642687,1.459926,0.2015909,-0.8877286,1.374956,
2954,-0.03080804,-0.1791725,1.611569,-0.04468809,-0.1284728,1.657588,-0.06239098,0.1678462,1.652769,-0.05746493,0.3564741,1.566758,-0.2294224,0.07033916,1.630081,-0.4485675,0.02038348,1.542564,-0.6288066,-0.03870978,1.471491,-0.6888863,-0.05840754,1.451664,0.1091123,0.122371,1.707012,0.3269296,0.144529,1.769447,0.3555646,0.3160532,1.661543,0.3355571,0.3647721,1.604695,-0.09805046,-0.2619232,1.586381,-0.03051629,-0.5506274,1.544271,0.04648022,-0.8797825,1.486721,0.07180857,-0.9065875,1.403357,0.05162463,-0.2500357,1.612339,0.1122737,-0.5384338,1.545052,0.1806161,-0.8634154,1.459534,0.2039691,-0.8866746,1.374544,
2987,-0.03080804,-0.1791725,1.611569,-0.04468809,-0.1284728,1.657588,-0.06239098,0.1678462,1.652769,-0.05746493,0.3564741,1.566758,-0.2294224,0.07033916,1.630081,-0.4485675,0.02038348,1.542564,-0.6288066,-0.03870978,1.471491,-0.6888863,-0.05840754,1.451664,0.1091123,0.122371,1.707012,0.3269296,0.144529,1.769447,0.3555646,0.3160532,1.661543,0.3355571,0.3647721,1.604695,-0.09805046,-0.2619232,1.586381,-0.03051629,-0.5506274,1.544271,0.04648022,-0.8797825,1.486721,0.07180857,-0.9065875,1.403357,0.05162463,-0.2500357,1.612339,0.1122737,-0.5384338,1.545052,0.1806161,-0.8634154,1.459534,0.2039691,-0.8866746,1.374544,
3017,-0.0306192,-0.1791567,1.611349,-0.04448129,-0.1285179,1.657466,-0.06229479,0.1677926,1.65298,-0.05732149,0.3574049,1.568332,-0.2291863,0.07034798,1.630877,-0.4509632,0.01996843,1.544442,-0.6319025,-0.03879564,1.475179,-0.6922156,-0.05838366,1.455956,0.1091489,0.1222211,1.707489,0.3267418,0.144291,1.769381,0.3584839,0.3136175,1.658596,0.3425152,0.3620129,1.599343,-0.097859,-0.2619615,1.586045,-0.02917817,-0.5504683,1.543777,0.04906587,-0.8791473,1.486075,0.07447859,-0.9058165,1.402687,0.05180363,-0.2499459,1.612038,0.1131508,-0.5382675,1.544528,0.1822173,-0.8628681,1.458818,0.2055859,-0.8860151,1.373796,
3069,-0.03028014,-0.1799813,1.610903,-0.04377582,-0.1295531,1.657347,-0.06188893,0.1665631,1.654947,-0.0577931,0.3564619,1.57289,-0.2296551,0.06750997,1.634311,-0.4493335,0.01559637,1.553318,-0.629403,-0.04361585,1.481849,-0.6894261,-0.06335326,1.46189,0.1085012,0.1197668,1.70832,0.3253084,0.1256677,1.767752,0.3740722,0.2800627,1.640831,0.3679333,0.3295199,1.589082,-0.0977103,-0.2629602,1.585393,-0.02517637,-0.5526392,1.542165,0.05631288,-0.8780833,1.483868,0.0815552,-0.904258,1.400257,0.05220369,-0.2506219,1.611081,0.11401,-0.5379251,1.544244,0.1840044,-0.8632901,1.458925,0.2068886,-0.8862728,1.373712,
3110,-0.02997553,-0.1816615,1.610711,-0.04305101,-0.1313235,1.657402,-0.06178815,0.1649088,1.655932,-0.05951191,0.3549227,1.575943,-0.2305626,0.06322664,1.637506,-0.4517151,0.006101788,1.5607,-0.6311213,-0.05363846,1.487792,-0.6909234,-0.07355188,1.467354,0.1073603,0.1158756,1.708293,0.324729,0.1086803,1.763888,0.3777395,0.2470436,1.619779,0.3789742,0.2936593,1.568414,-0.097518,-0.2649014,1.585199,-0.05991082,-0.5508345,1.546837,-0.01473747,-0.8942945,1.491926,0.005478682,-0.9232324,1.407851,0.05247102,-0.2518093,1.610616,0.1139924,-0.5378929,1.54417,0.1842136,-0.8644319,1.458804,0.2063912,-0.8873928,1.37339,
3147,-0.03130674,-0.1852617,1.61084,-0.04295271,-0.134228,1.65784,-0.06270666,0.1640115,1.65635,-0.06362452,0.3559976,1.582881,-0.233606,0.05784789,1.647965,-0.4442373,-0.01159449,1.584969,-0.619135,-0.05147033,1.487802,-0.6774343,-0.06476227,1.459277,0.1029693,0.1080995,1.707414,0.3158845,0.06501356,1.757866,0.3746645,0.1730566,1.550758,0.3821846,0.1941761,1.521501,-0.09894747,-0.2679201,1.586491,-0.06298362,-0.5511829,1.548735,-0.01903059,-0.8973712,1.494004,-0.001410805,-0.9266866,1.409495,0.05093323,-0.2550407,1.609774,0.1144125,-0.5378722,1.54419,0.1881086,-0.8662246,1.458753,0.2082686,-0.8894083,1.372918,
3176,-0.03130674,-0.1852617,1.61084,-0.04295271,-0.134228,1.65784,-0.06270666,0.1640115,1.65635,-0.06362452,0.3559976,1.582881,-0.233606,0.05784789,1.647965,-0.4442373,-0.01159449,1.584969,-0.619135,-0.05147033,1.487802,-0.6774343,-0.06476227,1.459277,0.1029693,0.1080995,1.707414,0.3158845,0.06501356,1.757866,0.3746645,0.1730566,1.550758,0.3821846,0.1941761,1.521501,-0.09894747,-0.2679201,1.586491,-0.06298362,-0.5511829,1.548735,-0.01903059,-0.8973712,1.494004,-0.001410805,-0.9266866,1.409495,0.05093323,-0.2550407,1.609774,0.1144125,-0.5378722,1.54419,0.1881086,-0.8662246,1.458753,0.2082686,-0.8894083,1.372918,
3211,-0.03204982,-0.1857046,1.611524,-0.04277422,-0.1344066,1.658657,-0.06494632,0.165815,1.657455,-0.06745382,0.3602375,1.588526,-0.2364682,0.05973307,1.655964,-0.4303533,-0.00988826,1.604199,-0.5998887,-0.03201504,1.491379,-0.6093874,-0.0141643,1.476306,0.09921463,0.106945,1.706569,0.3024046,0.05016943,1.756737,0.3700773,0.1555997,1.507303,0.3781549,0.1644886,1.508249,-0.09994818,-0.2680026,1.588723,-0.06489763,-0.551325,1.551267,-0.0220493,-0.8976787,1.496894,-0.006445508,-0.9272609,1.412076,0.05030499,-0.2551787,1.609898,0.1161689,-0.5372827,1.544306,0.1926973,-0.8650636,1.458809,0.2113343,-0.8883294,1.372646,
3244,-0.03419105,-0.1805437,1.616076,-0.04370739,-0.128604,1.663544,-0.0671107,0.1752505,1.663038,-0.07165739,0.3695856,1.597472,-0.2432667,0.07075909,1.668119,-0.4283933,-0.0004314682,1.611355,-0.5904578,0.01630777,1.486162,-0.5868468,0.01660393,1.46893,0.09692887,0.109843,1.707648,0.2984692,0.04846301,1.754566,0.3694528,0.1547397,1.506588,0.3773377,0.1609197,1.505015,-0.1027269,-0.2622258,1.595469,-0.06687561,-0.5499617,1.556082,-0.02432128,-0.8914948,1.500338,-0.01109307,-0.9209826,1.415081,0.04831216,-0.2504316,1.612806,0.1162938,-0.5361449,1.544404,0.1930871,-0.8588922,1.457477,0.2095087,-0.8820726,1.370839,
3272,-0.03858396,-0.1610886,1.625352,-0.04731299,-0.1084635,1.672793,-0.07141888,0.1969208,1.671106,-0.07280934,0.3879652,1.606301,-0.2481584,0.09278717,1.679847,-0.4366061,0.04125986,1.621717,-0.5824244,0.0666573,1.477798,-0.5556288,0.07246564,1.474826,0.09389327,0.1225558,1.711215,0.2987252,0.05528553,1.747934,0.3711302,0.1628755,1.514235,0.3804761,0.173961,1.501462,-0.1072634,-0.2449932,1.606407,-0.08149575,-0.5400007,1.573091,-0.05198258,-0.8778899,1.525456,-0.0417476,-0.9092997,1.440494,0.04401999,-0.2292337,1.620234,0.1151691,-0.5322264,1.544981,0.1866891,-0.8367988,1.458237,0.2013499,-0.8599114,1.371284,
3300,-0.04154664,-0.132415,1.634569,-0.04985949,-0.08049124,1.681995,-0.07344522,0.2217832,1.680164,-0.07114548,0.4098711,1.613431,-0.2518418,0.1221727,1.687925,-0.4411309,0.07571563,1.627782,-0.5509776,0.1397689,1.463821,-0.5485533,0.1514361,1.418858,0.0905586,0.1514768,1.717225,0.3012625,0.08854651,1.739001,0.3893367,0.1991402,1.551359,0.4095186,0.239388,1.508265,-0.1113157,-0.2170896,1.615708,-0.08227801,-0.5307425,1.580131,-0.05274718,-0.8497219,1.53299,-0.04277678,-0.8809308,1.447925,0.04200395,-0.2007882,1.628557,0.1085124,-0.5245699,1.545574,0.1673207,-0.8108647,1.459701,0.1804124,-0.8338272,1.372461,
3326,-0.04455467,-0.1045861,1.640527,-0.05281909,-0.05262158,1.688395,-0.07688792,0.2515105,1.689104,-0.06757213,0.4360275,1.619972,-0.251942,0.1566106,1.694242,-0.4503839,0.1306663,1.623785,-0.5399163,0.2094275,1.453604,-0.5111068,0.26517,1.323251,0.09260049,0.1812336,1.722085,0.3116502,0.1070454,1.750635,0.4140788,0.2444991,1.566936,0.4395109,0.2880018,1.521552,-0.1142477,-0.1878776,1.621568,-0.07918276,-0.5244309,1.584662,-0.04838398,-0.8200378,1.539681,-0.03808276,-0.8510519,1.454578,0.03911676,-0.175192,1.63351,0.09733889,-0.4836467,1.551848,0.2865704,-0.7123948,1.424362,0.310948,-0.7214969,1.336994,
3352,-0.04666734,-0.07315183,1.648987,-0.05344861,-0.0213505,1.696661,-0.07305098,0.2811469,1.696081,-0.0621144,0.4649503,1.623985,-0.2532252,0.1906533,1.701338,-0.4468983,0.1703023,1.640967,-0.492261,0.2735685,1.466233,-0.4449723,0.3166657,1.375532,0.0938179,0.2121034,1.724815,0.3011768,0.1430808,1.753311,0.4387261,0.2828384,1.592035,0.4825857,0.3439537,1.52918,-0.1184465,-0.1570288,1.630338,-0.07524861,-0.518019,1.588396,-0.04293835,-0.7880247,1.542952,-0.03296167,-0.818582,1.457646,0.03658715,-0.144384,1.641879,0.09633472,-0.4786576,1.551792,0.2553467,-0.7020224,1.431894,0.2766564,-0.7140669,1.34408,
3375,-0.04666734,-0.07315183,1.648987,-0.05344861,-0.0213505,1.696661,-0.07305098,0.2811469,1.696081,-0.0621144,0.4649503,1.623985,-0.2532252,0.1906533,1.701338,-0.4468983,0.1703023,1.640967,-0.492261,0.2735685,1.466233,-0.4449723,0.3166657,1.375532,0.0938179,0.2121034,1.724815,0.3011768,0.1430808,1.753311,0.4387261,0.2828384,1.592035,0.4825857,0.3439537,1.52918,-0.1184465,-0.1570288,1.630338,-0.07524861,-0.518019,1.588396,-0.04293835,-0.7880247,1.542952,-0.03296167,-0.818582,1.457646,0.03658715,-0.144384,1.641879,0.09633472,-0.4786576,1.551792,0.2553467,-0.7020224,1.431894,0.2766564,-0.7140669,1.34408,
3410,-0.0456234,-0.07018729,1.651399,-0.05177901,-0.01704921,1.699549,-0.06982939,0.2966952,1.701628,-0.05741376,0.4854066,1.628282,-0.2549776,0.2049212,1.705507,-0.5041596,0.1985096,1.674091,-0.453052,0.3124337,1.508336,-0.4095778,0.3544568,1.42573,0.09655978,0.2339673,1.727598,0.3383322,0.2152052,1.742207,0.4717377,0.3239033,1.605362,0.5198405,0.3774777,1.545889,-0.1164697,-0.1548743,1.633037,-0.07718464,-0.5179436,1.58957,-0.04810216,-0.7867213,1.543225,-0.0393229,-0.8171631,1.457732,0.03643208,-0.1416557,1.643932,0.0963776,-0.4821934,1.546399,0.2575975,-0.7013954,1.44212,0.2795083,-0.7147967,1.354638,
3446,-0.04502073,-0.05833207,1.656733,-0.05028886,-0.003191766,1.70515,-0.06587131,0.3159356,1.707016,-0.05472759,0.5007877,1.633012,-0.2522176,0.2281757,1.712698,-0.452815,0.264969,1.646548,-0.399242,0.3870685,1.488082,-0.3447516,0.4038196,1.444307,0.1005289,0.2537748,1.731166,0.3437345,0.2331554,1.743586,0.5066541,0.3583667,1.608393,0.5605544,0.4072148,1.556197,-0.115313,-0.1442256,1.638809,-0.1025064,-0.5021532,1.588393,0.05274066,-0.6878142,1.413735,0.06965829,-0.6943245,1.324368,0.03486836,-0.1299233,1.648885,0.09549738,-0.4814469,1.545212,0.2783049,-0.6874614,1.551631,0.3128706,-0.7135547,1.471385,
3486,-0.04650945,-0.04737702,1.660517,-0.05109003,0.007682222,1.708631,-0.0661893,0.324844,1.70914,-0.0527238,0.5132685,1.637617,-0.2512527,0.2420871,1.718212,-0.4517,0.2796562,1.655254,-0.3603255,0.4085811,1.523745,-0.3225128,0.4148943,1.499139,0.1038052,0.2635245,1.732332,0.3599552,0.258584,1.742898,0.5438097,0.3826831,1.604281,0.5848396,0.4147596,1.562216,-0.1171096,-0.1321585,1.644112,-0.1124925,-0.4877518,1.584104,0.127782,-0.6212614,1.460338,0.1539437,-0.6247813,1.373043,0.03302456,-0.1214655,1.651379,0.09423791,-0.4805884,1.545919,0.2434825,-0.701809,1.549881,0.2720012,-0.7321826,1.468756,
3524,-0.04757842,-0.04449907,1.662328,-0.05141954,0.0106269,1.710409,-0.06352005,0.3287737,1.711499,-0.05037856,0.5181762,1.643592,-0.2483057,0.2462642,1.721604,-0.4385271,0.307243,1.675738,-0.2940406,0.4130152,1.578758,-0.2667909,0.4145051,1.54956,0.1096147,0.2665583,1.733257,0.3758308,0.2632827,1.73876,0.558211,0.3382969,1.640741,0.628697,0.394064,1.575378,-0.1194435,-0.1281697,1.646964,-0.1336817,-0.4868893,1.585097,0.1002755,-0.5882599,1.502895,0.04470584,-0.5556589,1.420097,0.03150063,-0.1195026,1.652576,0.07288253,-0.4894086,1.564624,0.2514496,-0.6139476,1.687271,0.1904328,-0.5880268,1.605961,
3559,-0.04770251,-0.04927496,1.662851,-0.05029653,0.005866536,1.71094,-0.05744822,0.3221,1.711924,-0.04755466,0.513102,1.649032,-0.2451052,0.2445297,1.724946,-0.4324303,0.3072197,1.683903,-0.2837816,0.4053866,1.584998,-0.2441241,0.3893009,1.579076,0.1188688,0.2531084,1.731169,0.3863395,0.2438339,1.728608,0.6030086,0.3219517,1.622798,0.6597935,0.3429302,1.589628,-0.1203767,-0.1316695,1.647824,-0.1357516,-0.4847121,1.58661,0.06494249,-0.691801,1.540418,0.09333213,-0.7104607,1.455732,0.02977048,-0.1284669,1.65226,0.06075288,-0.5016212,1.575619,0.08210282,-0.7587617,1.508019,0.08617534,-0.7818414,1.42135,
3726,-0.05030812,-0.1557192,1.662428,-0.04710245,-0.101486,1.712343,-0.02742827,0.2168797,1.722259,-0.01913381,0.4156519,1.668046,-0.2269443,0.1456779,1.725254,-0.4242347,0.1638333,1.704379,-0.2557753,0.2440303,1.626063,-0.1939309,0.2456042,1.6136,0.1369348,0.1159039,1.724928,0.3723229,0.07643165,1.676192,0.5676841,0.07818694,1.631577,0.6295657,0.06603145,1.633903,-0.1317963,-0.2299986,1.643377,-0.07563944,-0.5473686,1.588382,-0.02156195,-0.8529871,1.523793,-0.0128802,-0.8798554,1.437033,0.02187442,-0.2380794,1.650483,0.05111993,-0.5634815,1.583912,0.07822611,-0.86508,1.510159,0.08310147,-0.8907785,1.42275,
3751,-0.05026409,-0.1577504,1.66283,-0.04702678,-0.1040358,1.712778,-0.02817418,0.2124263,1.723076,-0.01678568,0.4074637,1.668227,-0.2248936,0.137935,1.728059,-0.4219102,0.1567245,1.697339,-0.2602363,0.2449604,1.612855,-0.1992476,0.2369987,1.598791,0.1397338,0.1149729,1.727864,0.3690287,0.06996975,1.676678,0.5636227,0.07336254,1.628267,0.6258988,0.06324266,1.627994,-0.1317756,-0.2333776,1.643377,-0.05957525,-0.5900365,1.569888,-0.00691577,-0.8501666,1.501932,0.00216394,-0.8748435,1.414586,0.02206784,-0.2417735,1.651263,0.05453736,-0.567354,1.584841,0.08454292,-0.8682277,1.511369,0.08958703,-0.8938355,1.423965,
3769,-0.05026409,-0.1577504,1.66283,-0.04702678,-0.1040358,1.712778,-0.02817418,0.2124263,1.723076,-0.01678568,0.4074637,1.668227,-0.2248936,0.137935,1.728059,-0.4219102,0.1567245,1.697339,-0.2602363,0.2449604,1.612855,-0.1992476,0.2369987,1.598791,0.1397338,0.1149729,1.727864,0.3690287,0.06996975,1.676678,0.5636227,0.07336254,1.628267,0.6258988,0.06324266,1.627994,-0.1317756,-0.2333776,1.643377,-0.05957525,-0.5900365,1.569888,-0.00691577,-0.8501666,1.501932,0.00216394,-0.8748435,1.414586,0.02206784,-0.2417735,1.651263,0.05453736,-0.567354,1.584841,0.08454292,-0.8682277,1.511369,0.08958703,-0.8938355,1.423965,
3790,-0.04983017,-0.158734,1.662899,-0.04701309,-0.1049179,1.712909,-0.02816714,0.2120544,1.723427,-0.01624696,0.4075432,1.66894,-0.2216252,0.1329945,1.72785,-0.4179631,0.1552772,1.692322,-0.2915628,0.2661764,1.557255,-0.3058796,0.2687951,1.564543,0.1426825,0.1159178,1.731554,0.368985,0.07027797,1.676631,0.5628445,0.07533344,1.625005,0.6248477,0.06379449,1.623318,-0.1311494,-0.2346999,1.643094,-0.0791712,-0.5494748,1.568674,-0.02911846,-0.8525896,1.485368,-0.0211262,-0.876204,1.397623,0.02258151,-0.242963,1.651454,0.05560009,-0.5688643,1.585651,0.08605605,-0.869472,1.512839,0.09178376,-0.8951474,1.425497,
3819,-0.04977716,-0.1585617,1.662998,-0.04727315,-0.1055056,1.712911,-0.02882689,0.1859385,1.720883,-0.01610177,0.4087496,1.669804,-0.2211591,0.1328077,1.727617,-0.4244506,0.1651888,1.682427,-0.4415186,0.3229381,1.5524,-0.3421794,0.2985112,1.527117,0.1443034,0.1208833,1.734887,0.3737266,0.0859576,1.676598,0.5635659,0.1111157,1.614767,0.6206446,0.08480766,1.608643,-0.1310949,-0.2346166,1.643056,-0.1690764,-0.5254511,1.572496,-0.2121214,-0.8550584,1.482869,-0.215194,-0.8787552,1.394819,0.02256338,-0.2427649,1.651642,0.05277712,-0.5682728,1.587049,0.08078972,-0.8700667,1.5151,0.0867976,-0.8957365,1.427757,
3843,-0.04977716,-0.1585617,1.662998,-0.04727315,-0.1055056,1.712911,-0.02882689,0.1859385,1.720883,-0.01610177,0.4087496,1.669804,-0.2211591,0.1328077,1.727617,-0.4244506,0.1651888,1.682427,-0.4415186,0.3229381,1.5524,-0.3421794,0.2985112,1.527117,0.1443034,0.1208833,1.734887,0.3737266,0.0859576,1.676598,0.5635659,0.1111157,1.614767,0.6206446,0.08480766,1.608643,-0.1310949,-0.2346166,1.643056,-0.1690764,-0.5254511,1.572496,-0.2121214,-0.8550584,1.482869,-0.215194,-0.8787552,1.394819,0.02256338,-0.2427649,1.651642,0.05277712,-0.5682728,1.587049,0.08078972,-0.8700667,1.5151,0.0867976,-0.8957365,1.427757,
3902,-0.05283348,-0.1298106,1.66577,-0.05047387,-0.08268645,1.714625,-0.03200956,0.204763,1.720143,-0.02007636,0.4398526,1.67108,-0.2262613,0.1662429,1.72662,-0.4430838,0.2166823,1.675343,-0.4726439,0.3621008,1.532659,-0.4466912,0.3686202,1.505951,0.1421993,0.1698435,1.73818,0.3858804,0.170411,1.683562,0.5661194,0.2223656,1.608622,0.6176009,0.251439,1.58623,-0.1348159,-0.2075921,1.645575,-0.1966949,-0.5049785,1.56713,-0.2617925,-0.8178333,1.473998,-0.2673574,-0.8402817,1.385727,0.01961582,-0.2153063,1.654343,0.03919582,-0.5575037,1.597105,0.05575504,-0.8469073,1.535689,0.06062859,-0.8745006,1.448846,
3924,-0.05630836,-0.1066452,1.667082,-0.054432,-0.05814942,1.715521,-0.03829853,0.2304108,1.71792,-0.02573271,0.4617149,1.666264,-0.2304454,0.1902219,1.725726,-0.4503777,0.2615886,1.66273,-0.4992637,0.3907557,1.50919,-0.502766,0.4354962,1.436244,0.1380046,0.1954069,1.736681,0.3913852,0.2057284,1.687663,0.5883093,0.3133437,1.580474,0.6530535,0.3451652,1.536363,-0.1377533,-0.1851599,1.648125,-0.1994314,-0.4995238,1.565236,-0.4596767,-0.4970881,1.510384,-0.4566576,-0.4575094,1.413212,0.01638211,-0.1913158,1.655747,0.03396942,-0.5473863,1.60301,0.04766858,-0.8247379,1.548147,0.05204784,-0.8537121,1.461703,
3955,-0.05969555,-0.08259745,1.669118,-0.05847692,-0.03390179,1.71689,-0.04346509,0.2537018,1.715568,-0.03161351,0.4881864,1.660759,-0.2346532,0.2184307,1.722497,-0.4571262,0.2826495,1.649686,-0.5350567,0.4050772,1.500649,-0.5639801,0.46283,1.401309,0.1335372,0.2178326,1.735522,0.3845025,0.2311132,1.696312,0.5448779,0.3529889,1.595297,0.6243661,0.4077036,1.526855,-0.1403875,-0.1612086,1.651453,-0.2027427,-0.4883195,1.564952,-0.447879,-0.5628366,1.485954,-0.4008166,-0.5317999,1.397385,0.01311516,-0.1669381,1.65864,0.02524671,-0.533321,1.6002,0.03407938,-0.8000752,1.543274,0.03838133,-0.8287739,1.456715,
3981,-0.06221205,-0.07081735,1.669079,-0.06241906,-0.01252602,1.717096,-0.05041281,0.323563,1.716621,-0.03641549,0.5016087,1.654727,-0.2383607,0.2344902,1.717863,-0.4757802,0.3173535,1.615856,-0.5866081,0.4304461,1.467945,-0.6287733,0.470506,1.390145,0.1274379,0.2336704,1.734415,0.3784645,0.2541908,1.70594,0.525247,0.4060253,1.586919,0.5725191,0.4586776,1.529442,-0.1424529,-0.1494116,1.651856,-0.2020177,-0.4820368,1.565649,-0.4484463,-0.6202093,1.447627,-0.4712652,-0.6248602,1.359312,0.01096446,-0.1544467,1.659662,0.02271756,-0.5144048,1.58708,0.03152392,-0.784114,1.518559,0.03646894,-0.8113996,1.431537,
4005,-0.06221205,-0.07081735,1.669079,-0.06241906,-0.01252602,1.717096,-0.05041281,0.323563,1.716621,-0.03641549,0.5016087,1.654727,-0.2383607,0.2344902,1.717863,-0.4757802,0.3173535,1.615856,-0.5866081,0.4304461,1.467945,-0.6287733,0.470506,1.390145,0.1274379,0.2336704,1.734415,0.3784645,0.2541908,1.70594,0.525247,0.4060253,1.586919,0.5725191,0.4586776,1.529442,-0.1424529,-0.1494116,1.651856,-0.2020177,-0.4820368,1.565649,-0.4484463,-0.6202093,1.447627,-0.4712652,-0.6248602,1.359312,0.01096446,-0.1544467,1.659662,0.02271756,-0.5144048,1.58708,0.03152392,-0.784114,1.518559,0.03646894,-0.8113996,1.431537,
