Time,HipCenter_x,HipCenter_y,HipCenter_z,Spine_x,Spine_y,Spine_z,ShoulderCenter_x,ShoulderCenter_y,ShoulderCenter_z,Head_x,Head_y,Head_z,ShoulderLeft_x,ShoulderLeft_y,ShoulderLeft_z,ElbowLeft_x,ElbowLeft_y,ElbowLeft_z,WristLeft_x,WristLeft_y,WristLeft_z,HandLeft_x,HandLeft_y,HandLeft_z,ShoulderRight_x,ShoulderRight_y,ShoulderRight_z,ElbowRight_x,ElbowRight_y,ElbowRight_z,WristRight_x,WristRight_y,WristRight_z,HandRight_x,HandRight_y,HandRight_z,HipLeft_x,HipLeft_y,HipLeft_z,KneeLeft_x,KneeLeft_y,KneeLeft_z,AnkleLeft_x,AnkleLeft_y,AnkleLeft_z,FootLeft_x,FootLeft_y,FootLeft_z,HipRight_x,HipRight_y,HipRight_z,KneeRight_x,KneeRight_y,KneeRight_z,AnkleRight_x,AnkleRight_y,AnkleRight_z,FootRight_x,FootRight_y,FootRight_z,drop_this_col
0,0.040144,-0.2592537,1.521759,0.03895805,-0.2106979,1.490763,0.03315615,0.0336451,1.350942,0.07514199,0.1990188,1.191847,-0.1010259,0.01228836,1.388707,-0.2161043,-0.1929289,1.528879,-0.1853077,-0.4022361,1.509441,-0.187954,-0.45923,1.48585,0.1917707,-0.03049361,1.328462,0.2710254,-0.2116681,1.229733,0.2954305,-0.3807951,1.092967,0.3027238,-0.4266458,1.047182,-0.01869806,-0.3131717,1.576285,-0.08707115,-0.6937836,1.526606,-0.1428594,-1.00434,1.472539,-0.1663312,-1.065357,1.403335,0.1018537,-0.3263011,1.534757,0.1378831,-0.7114813,1.5592,0.1672809,-1.025765,1.565611,0.1504574,-1.092647,1.499984,
0,0.040144,-0.2592537,1.521759,0.03895805,-0.2106979,1.490763,0.03315615,0.0336451,1.350942,0.07514199,0.1990188,1.191847,-0.1010259,0.01228836,1.388707,-0.2161043,-0.1929289,1.528879,-0.1853077,-0.4022361,1.509441,-0.187954,-0.45923,1.48585,0.1917707,-0.03049361,1.328462,0.2710254,-0.2116681,1.229733,0.2954305,-0.3807951,1.092967,0.3027238,-0.4266458,1.047182,-0.01869806,-0.3131717,1.576285,-0.08707115,-0.6937836,1.526606,-0.1428594,-1.00434,1.472539,-0.1663312,-1.065357,1.403335,0.1018537,-0.3263011,1.534757,0.1378831,-0.7114813,1.5592,0.1672809,-1.025765,1.565611,0.1504574,-1.092647,1.499984,
24,0.03486253,-0.2440337,1.531875,0.03429757,-0.1910771,1.50405,0.03304083,0.07559326,1.381305,0.05264898,0.2459839,1.233463,-0.1207097,0.03373554,1.417044,-0.2164819,-0.1943274,1.538224,-0.1864483,-0.4030894,1.508403,-0.1885869,-0.4604881,1.485128,0.1848307,0.008481853,1.37325,0.2575266,-0.2045029,1.343974,0.2609883,-0.3985384,1.247637,0.2591661,-0.4261241,1.192049,-0.02851122,-0.3044883,1.574624,-0.04466014,-0.6912155,1.525352,-0.05782403,-1.006459,1.471645,-0.07179303,-1.06421,1.397346,0.09999063,-0.3102189,1.549209,0.0987927,-0.6990038,1.529174,0.09781621,-1.015924,1.4993,0.08476649,-1.075647,1.426406,
30,0.03486253,-0.2440337,1.531875,0.03429757,-0.1910771,1.50405,0.03304083,0.07559326,1.381305,0.05264898,0.2459839,1.233463,-0.1207097,0.03373554,1.417044,-0.2164819,-0.1943274,1.538224,-0.1864483,-0.4030894,1.508403,-0.1885869,-0.4604881,1.485128,0.1848307,0.008481853,1.37325,0.2575266,-0.2045029,1.343974,0.2609883,-0.3985384,1.247637,0.2591661,-0.4261241,1.192049,-0.02851122,-0.3044883,1.574624,-0.04466014,-0.6912155,1.525352,-0.05782403,-1.006459,1.471645,-0.07179303,-1.06421,1.397346,0.09999063,-0.3102189,1.549209,0.0987927,-0.6990038,1.529174,0.09781621,-1.015924,1.4993,0.08476649,-1.075647,1.426406,
40,0.03434183,-0.2408584,1.533902,0.03382567,-0.1871776,1.506713,0.03248337,0.08256032,1.386859,0.04816569,0.255144,1.242591,-0.1241354,0.03971585,1.422836,-0.2165595,-0.1923895,1.539774,-0.1867527,-0.401076,1.508408,-0.1889424,-0.4605495,1.484572,0.1838109,0.01257307,1.381082,0.2561587,-0.2094729,1.366372,0.2553567,-0.4037687,1.270491,0.2489192,-0.4568262,1.200481,-0.02973299,-0.3024994,1.574624,-0.06229045,-0.6880066,1.522406,-0.08882605,-1.00221,1.466302,-0.1035159,-1.058907,1.391327,0.10015,-0.3077781,1.551292,0.1403825,-0.6946098,1.546711,0.1731735,-1.009892,1.529433,0.1636098,-1.070386,1.456627,
46,0.03434183,-0.2408584,1.533902,0.03382567,-0.1871776,1.506713,0.03248337,0.08256032,1.386859,0.04816569,0.255144,1.242591,-0.1241354,0.03971585,1.422836,-0.2165595,-0.1923895,1.539774,-0.1867527,-0.401076,1.508408,-0.1889424,-0.4605495,1.484572,0.1838109,0.01257307,1.381082,0.2561587,-0.2094729,1.366372,0.2553567,-0.4037687,1.270491,0.2489192,-0.4568262,1.200481,-0.02973299,-0.3024994,1.574624,-0.06229045,-0.6880066,1.522406,-0.08882605,-1.00221,1.466302,-0.1035159,-1.058907,1.391327,0.10015,-0.3077781,1.551292,0.1403825,-0.6946098,1.546711,0.1731735,-1.009892,1.529433,0.1636098,-1.070386,1.456627,
79,0.03403074,-0.2371789,1.535703,0.03340481,-0.1827663,1.509357,0.03073912,0.09057042,1.394598,0.04408877,0.2652864,1.252024,-0.1290399,0.04543374,1.430316,-0.2167313,-0.1920103,1.541351,-0.1868527,-0.400562,1.508238,-0.1890691,-0.4603769,1.484294,0.1821397,0.01939045,1.392264,0.253214,-0.214167,1.387214,0.2439763,-0.4125285,1.301874,0.2321049,-0.4695081,1.235703,-0.03067429,-0.3006079,1.574192,-0.07595097,-0.6847227,1.51994,-0.1128479,-0.9977463,1.462183,-0.1273241,-1.053192,1.38623,0.1008425,-0.3044286,1.55343,0.1411574,-0.6914102,1.545674,0.1740108,-1.00677,1.525806,0.1656001,-1.066125,1.451922,
86,0.03403074,-0.2371789,1.535703,0.03340481,-0.1827663,1.509357,0.03073912,0.09057042,1.394598,0.04408877,0.2652864,1.252024,-0.1290399,0.04543374,1.430316,-0.2167313,-0.1920103,1.541351,-0.1868527,-0.400562,1.508238,-0.1890691,-0.4603769,1.484294,0.1821397,0.01939045,1.392264,0.253214,-0.214167,1.387214,0.2439763,-0.4125285,1.301874,0.2321049,-0.4695081,1.235703,-0.03067429,-0.3006079,1.574192,-0.07595097,-0.6847227,1.51994,-0.1128479,-0.9977463,1.462183,-0.1273241,-1.053192,1.38623,0.1008425,-0.3044286,1.55343,0.1411574,-0.6914102,1.545674,0.1740108,-1.00677,1.525806,0.1656001,-1.066125,1.451922,
95,0.03373445,-0.2324727,1.537531,0.03306043,-0.177157,1.512146,0.02990497,0.1006171,1.402713,0.04003121,0.2766133,1.263777,-0.1323469,0.04971421,1.436635,-0.2175235,-0.1913621,1.542895,-0.1877287,-0.3997573,1.507668,-0.1888143,-0.4599737,1.483984,0.181034,0.02700103,1.402548,0.2494811,-0.2160314,1.408876,0.2353502,-0.4159644,1.328576,0.2221303,-0.4762599,1.265605,-0.03177023,-0.2976002,1.573656,-0.07553534,-0.6820554,1.519888,-0.1111954,-0.9953116,1.46253,-0.1243047,-1.049747,1.385599,0.1014204,-0.300431,1.555115,0.1401722,-0.6877017,1.54184,0.1717474,-1.003252,1.517475,0.1645786,-1.061166,1.442322,
101,0.03373445,-0.2324727,1.537531,0.03306043,-0.177157,1.512146,0.02990497,0.1006171,1.402713,0.04003121,0.2766133,1.263777,-0.1323469,0.04971421,1.436635,-0.2175235,-0.1913621,1.542895,-0.1877287,-0.3997573,1.507668,-0.1888143,-0.4599737,1.483984,0.181034,0.02700103,1.402548,0.2494811,-0.2160314,1.408876,0.2353502,-0.4159644,1.328576,0.2221303,-0.4762599,1.265605,-0.03177023,-0.2976002,1.573656,-0.07553534,-0.6820554,1.519888,-0.1111954,-0.9953116,1.46253,-0.1243047,-1.049747,1.385599,0.1014204,-0.300431,1.555115,0.1401722,-0.6877017,1.54184,0.1717474,-1.003252,1.517475,0.1645786,-1.061166,1.442322,
