Time,HipCenter_x,HipCenter_y,HipCenter_z,Spine_x,Spine_y,Spine_z,ShoulderCenter_x,ShoulderCenter_y,ShoulderCenter_z,Head_x,Head_y,Head_z,ShoulderLeft_x,ShoulderLeft_y,ShoulderLeft_z,ElbowLeft_x,ElbowLeft_y,ElbowLeft_z,WristLeft_x,WristLeft_y,WristLeft_z,HandLeft_x,HandLeft_y,HandLeft_z,ShoulderRight_x,ShoulderRight_y,ShoulderRight_z,ElbowRight_x,ElbowRight_y,ElbowRight_z,WristRight_x,WristRight_y,WristRight_z,HandRight_x,HandRight_y,HandRight_z,HipLeft_x,HipLeft_y,HipLeft_z,KneeLeft_x,KneeLeft_y,KneeLeft_z,AnkleLeft_x,AnkleLeft_y,AnkleLeft_z,FootLeft_x,FootLeft_y,FootLeft_z,HipRight_x,HipRight_y,HipRight_z,KneeRight_x,KneeRight_y,KneeRight_z,AnkleRight_x,AnkleRight_y,AnkleRight_z,FootRight_x,FootRight_y,FootRight_z
877,-0.06059428,-0.2120223,1.656078,-0.07094369,-0.1511002,1.69641,-0.07425714,0.1769177,1.679193,-0.05009761,0.3739114,1.617905,-0.2483532,0.0808654,1.655021,-0.4736707,0.04910423,1.531438,-0.604202,0.1428583,1.360281,-0.6467381,0.1898098,1.295303,0.0957081,0.1016565,1.727741,0.3631973,0.05540577,1.738566,0.5848427,0.09305891,1.707529,0.6645439,0.1332826,1.691227,-0.1367161,-0.2910931,1.637351,-0.2616868,-0.6468636,1.566611,-0.3709161,-0.9578209,1.490734,-0.3678913,-0.9900764,1.399811,0.02104989,-0.2885537,1.660944,0.09332436,-0.6560735,1.575646,0.1564951,-0.9773001,1.487045,0.1804462,-1.005063,1.397759,
896,-0.06085596,-0.2086281,1.658289,-0.07128833,-0.1475968,1.697958,-0.07535397,0.1802634,1.680396,-0.05004951,0.3755985,1.617917,-0.2487282,0.08562928,1.656535,-0.4739987,0.0534669,1.531149,-0.6018931,0.1499301,1.359697,-0.6439118,0.197105,1.294663,0.09551453,0.1054743,1.72961,0.3626559,0.05879459,1.739941,0.5828688,0.1027764,1.707577,0.6619505,0.1437359,1.690581,-0.1367126,-0.2876879,1.639491,-0.2591746,-0.6406114,1.571484,-0.3672803,-0.9521613,1.497537,-0.3640505,-0.9848447,1.406804,0.02087597,-0.2855286,1.66337,0.08989075,-0.650311,1.581486,0.1508149,-0.9723297,1.495289,0.1746799,-1.000589,1.406165,
925,-0.06112754,-0.205782,1.659475,-0.07146412,-0.1445774,1.698497,-0.07552604,0.1833685,1.680785,-0.05023065,0.3766956,1.617673,-0.2489851,0.08936464,1.657429,-0.4737389,0.05915366,1.531837,-0.6006324,0.1543714,1.35906,-0.6423346,0.2017919,1.294116,0.09501866,0.1081885,1.730653,0.362186,0.06163036,1.741295,0.5737441,0.1313963,1.694994,0.6527011,0.1730693,1.679673,-0.1369127,-0.2845929,1.640624,-0.2572271,-0.6347747,1.573717,-0.3643755,-0.9466364,1.500344,-0.3609333,-0.9795176,1.409719,0.02046786,-0.2828658,1.664909,0.08934306,-0.6444021,1.584437,0.1506813,-0.9663758,1.498982,0.1746644,-0.9947935,1.40997,
948,-0.06148558,-0.2030337,1.660297,-0.07185792,-0.1418196,1.698722,-0.07619138,0.185694,1.681196,-0.05077387,0.3781649,1.617569,-0.2494543,0.09218495,1.657895,-0.4728112,0.06246892,1.532967,-0.5990214,0.1570312,1.359489,-0.6402203,0.2050967,1.294818,0.09427641,0.113445,1.732162,0.3617225,0.06389443,1.742283,0.5737637,0.1311628,1.694956,0.6517408,0.1744058,1.679477,-0.1370551,-0.2820783,1.641322,-0.1672272,-0.6502056,1.594178,-0.1943225,-0.9807927,1.538168,-0.1801766,-1.01655,1.449736,0.0200409,-0.2801031,1.665897,0.07788881,-0.5848628,1.596537,0.1481725,-0.9551378,1.502662,0.1733733,-0.9891244,1.412747,
971,-0.06148558,-0.2030337,1.660297,-0.07185792,-0.1418196,1.698722,-0.07619138,0.185694,1.681196,-0.05077387,0.3781649,1.617569,-0.2494543,0.09218495,1.657895,-0.4728112,0.06246892,1.532967,-0.5990214,0.1570312,1.359489,-0.6402203,0.2050967,1.294818,0.09427641,0.113445,1.732162,0.3617225,0.06389443,1.742283,0.5737637,0.1311628,1.694956,0.6517408,0.1744058,1.679477,-0.1370551,-0.2820783,1.641322,-0.1672272,-0.6502056,1.594178,-0.1943225,-0.9807927,1.538168,-0.1801766,-1.01655,1.449736,0.0200409,-0.2801031,1.665897,0.07788881,-0.5848628,1.596537,0.1481725,-0.9551378,1.502662,0.1733733,-0.9891244,1.412747,
1176,-0.0630447,-0.1936717,1.65501,-0.0731548,-0.1319522,1.691153,-0.07753141,0.1970805,1.67654,-0.05083262,0.3907454,1.610746,-0.2512644,0.1001383,1.653404,-0.4762948,0.0709944,1.527905,-0.6011705,0.1622183,1.352141,-0.6404659,0.2091618,1.285955,0.09267496,0.1206742,1.731107,0.3596199,0.06410629,1.744901,0.5793951,0.1069983,1.713648,0.6586633,0.1451194,1.693857,-0.1383734,-0.2726831,1.634182,-0.1636883,-0.573087,1.58967,-0.1956546,-0.9524221,1.52452,-0.1811048,-0.9910452,1.435647,0.01799442,-0.2711995,1.661737,0.06876251,-0.5724616,1.599743,0.1311108,-0.9424412,1.514222,0.1555395,-0.9720218,1.425836,
1215,-0.06375417,-0.1933105,1.651215,-0.07364271,-0.1315551,1.687656,-0.07750434,0.1981627,1.674374,-0.05070547,0.3912717,1.609076,-0.2509939,0.1009764,1.651284,-0.4753991,0.07003812,1.526667,-0.5998432,0.1590596,1.349449,-0.6387212,0.2039898,1.281688,0.09191269,0.1196385,1.72786,0.3587083,0.06070697,1.744641,0.5776196,0.1058429,1.7096,0.6567844,0.1429052,1.687666,-0.1390704,-0.2719121,1.629956,-0.2316843,-0.5562679,1.578483,-0.3492485,-0.9172295,1.504289,-0.3456287,-0.9541643,1.413768,0.01689723,-0.2706915,1.65777,0.06880198,-0.5722535,1.598099,0.13219,-0.9405321,1.515758,0.1566776,-0.9702563,1.427434,
1252,-0.06413864,-0.1928928,1.647028,-0.07389668,-0.1310522,1.68371,-0.07715119,0.1994639,1.671195,-0.05101684,0.3925971,1.604565,-0.2504953,0.1022258,1.648551,-0.4731207,0.06769893,1.524786,-0.5967886,0.1517814,1.344524,-0.635415,0.1948335,1.275459,0.09160168,0.1190685,1.72452,0.3562698,0.05483614,1.744012,0.5741655,0.09878717,1.699473,0.6514004,0.1336124,1.668856,-0.1394329,-0.2711637,1.625112,-0.230982,-0.5548723,1.578237,-0.3477748,-0.9168105,1.509666,-0.3442558,-0.9542637,1.419501,0.01620638,-0.270277,1.653959,0.06928784,-0.5717221,1.595993,0.1338763,-0.9385144,1.515939,0.1585151,-0.9683462,1.427691,
1292,-0.06398062,-0.1920025,1.641865,-0.07363626,-0.1299562,1.67863,-0.07579895,0.2015788,1.666157,-0.04949299,0.3950165,1.600453,-0.2492309,0.103918,1.644868,-0.4692063,0.06384975,1.522753,-0.5927929,0.1407048,1.339117,-0.6307458,0.1789376,1.266951,0.09194425,0.1189031,1.721004,0.3552504,0.04706987,1.742292,0.5701863,0.08821458,1.679641,0.6487083,0.1196797,1.648749,-0.1392763,-0.26976,1.619582,-0.2311936,-0.5524519,1.577322,-0.3489887,-0.9147307,1.514469,-0.3455995,-0.9528635,1.424711,0.01594711,-0.2695864,1.649196,0.0697163,-0.5713353,1.593208,0.1348203,-0.9366942,1.515822,0.1597303,-0.9668084,1.427741,
1323,-0.06406878,-0.1910494,1.636212,-0.07344424,-0.1289136,1.673421,-0.07355815,0.2035796,1.661736,-0.04787954,0.3974328,1.596834,-0.2473297,0.106128,1.639955,-0.4642172,0.05891089,1.521285,-0.587521,0.1264173,1.333677,-0.6248353,0.1632936,1.260518,0.09219592,0.1187262,1.716162,0.3540953,0.03819761,1.739305,0.5592775,0.06606468,1.640189,0.6654116,0.1173984,1.604311,-0.1395459,-0.2679885,1.614212,-0.2041662,-0.5567176,1.571628,-0.287356,-0.9284164,1.508191,-0.2791599,-0.966496,1.418822,0.01501578,-0.2686191,1.642591,0.06936237,-0.5708981,1.589904,0.1348199,-0.9349771,1.51677,0.1600744,-0.9654839,1.428921,
1360,-0.06652419,-0.1896115,1.623964,-0.0755607,-0.1271067,1.661742,-0.07151312,0.2072552,1.650236,-0.04542116,0.4024154,1.584418,-0.2428681,0.1105547,1.627909,-0.4535052,0.04938638,1.52006,-0.5765029,0.09793633,1.326408,-0.6100638,0.130742,1.246355,0.09207809,0.120996,1.705762,0.3463829,0.01478818,1.726319,0.5568153,0.02763793,1.605155,0.6579329,0.05380115,1.564907,-0.1419609,-0.2651334,1.602902,-0.2399105,-0.5438539,1.540721,-0.3653258,-0.9007293,1.452401,-0.3612194,-0.9352502,1.360949,0.01069688,-0.2665778,1.629513,0.06220672,-0.5666677,1.582378,0.1260004,-0.9383219,1.514763,0.1518646,-0.9698051,1.427242,
1391,-0.07035555,-0.1892239,1.61605,-0.07918183,-0.1263399,1.653226,-0.07326408,0.2079867,1.639341,-0.04518995,0.4025812,1.578517,-0.2427652,0.1122968,1.620837,-0.4511935,0.04645069,1.517248,-0.5740075,0.09145415,1.322762,-0.6078173,0.1219812,1.239936,0.09146347,0.1212973,1.699346,0.3412482,0.004378795,1.717913,0.5564419,0.01185993,1.593297,0.6461575,0.02729214,1.552697,-0.145927,-0.2640228,1.595979,-0.2308005,-0.5479856,1.532108,-0.3392248,-0.9107426,1.441773,-0.3325883,-0.9458433,1.350421,0.006375493,-0.2665359,1.621898,0.05931086,-0.565491,1.578207,0.1256998,-0.9404255,1.514373,0.1520956,-0.9727229,1.42712,
1406,-0.07035555,-0.1892239,1.61605,-0.07918183,-0.1263399,1.653226,-0.07326408,0.2079867,1.639341,-0.04518995,0.4025812,1.578517,-0.2427652,0.1122968,1.620837,-0.4511935,0.04645069,1.517248,-0.5740075,0.09145415,1.322762,-0.6078173,0.1219812,1.239936,0.09146347,0.1212973,1.699346,0.3412482,0.004378795,1.717913,0.5564419,0.01185993,1.593297,0.6461575,0.02729214,1.552697,-0.145927,-0.2640228,1.595979,-0.2308005,-0.5479856,1.532108,-0.3392248,-0.9107426,1.441773,-0.3325883,-0.9458433,1.350421,0.006375493,-0.2665359,1.621898,0.05931086,-0.565491,1.578207,0.1256998,-0.9404255,1.514373,0.1520956,-0.9727229,1.42712,
1431,-0.07540198,-0.1902693,1.608657,-0.08375429,-0.1269564,1.645288,-0.07489456,0.207876,1.630174,-0.04559063,0.4044209,1.569654,-0.24439,0.1128185,1.609623,-0.4514146,0.04573774,1.51045,-0.5757359,0.09123829,1.317385,-0.6064141,0.1220812,1.235459,0.08817329,0.1200449,1.689455,0.3276732,-0.006651937,1.716058,0.5532923,0.001165303,1.586456,0.6283008,0.003325079,1.551361,-0.1511725,-0.2641214,1.589362,-0.255194,-0.5376906,1.502283,-0.3877874,-0.886402,1.382507,-0.3827099,-0.9177558,1.289369,0.0001539374,-0.2678379,1.614572,0.05542883,-0.5633557,1.572914,0.1258722,-0.9399691,1.511044,0.153678,-0.9756171,1.423715,
1450,-0.07540198,-0.1902693,1.608657,-0.08375429,-0.1269564,1.645288,-0.07489456,0.207876,1.630174,-0.04559063,0.4044209,1.569654,-0.24439,0.1128185,1.609623,-0.4514146,0.04573774,1.51045,-0.5757359,0.09123829,1.317385,-0.6064141,0.1220812,1.235459,0.08817329,0.1200449,1.689455,0.3276732,-0.006651937,1.716058,0.5532923,0.001165303,1.586456,0.6283008,0.003325079,1.551361,-0.1511725,-0.2641214,1.589362,-0.255194,-0.5376906,1.502283,-0.3877874,-0.886402,1.382507,-0.3827099,-0.9177558,1.289369,0.0001539374,-0.2678379,1.614572,0.05542883,-0.5633557,1.572914,0.1258722,-0.9399691,1.511044,0.153678,-0.9756171,1.423715,
1470,-0.08369198,-0.1910794,1.600319,-0.09191141,-0.1273908,1.635385,-0.07981434,0.2057876,1.616934,-0.04904953,0.40335,1.559798,-0.2518494,0.1112582,1.594022,-0.4604925,0.05240396,1.484677,-0.5852541,0.102622,1.293415,-0.6160616,0.1377735,1.212753,0.08345114,0.1188872,1.680504,0.322327,-0.006435824,1.707199,0.5522323,0.0004453562,1.584894,0.6314279,0.004209423,1.54976,-0.1610682,-0.2649043,1.580777,-0.2598651,-0.5416447,1.494027,-0.385493,-0.8935416,1.374901,-0.3781506,-0.9262375,1.282186,-0.008138026,-0.2693211,1.607835,0.05084255,-0.5650846,1.565639,0.1258409,-0.941171,1.503166,0.155396,-0.9772406,1.416333,
1492,-0.09540622,-0.1924556,1.591565,-0.1036022,-0.1282903,1.624415,-0.08878573,0.2036417,1.602889,-0.0578865,0.4007006,1.545127,-0.2666637,0.1076643,1.572143,-0.476772,0.07218602,1.454377,-0.5921315,0.1373573,1.261786,-0.616609,0.1837459,1.184791,0.07389853,0.1166276,1.667721,0.3235278,0.0005074446,1.700112,0.5420252,0.01716645,1.587658,0.6359764,0.01242456,1.554482,-0.1744949,-0.2670588,1.571508,-0.287826,-0.5922972,1.462873,-0.3940568,-0.8971589,1.347965,-0.3832467,-0.9269136,1.256268,-0.01938358,-0.2716571,1.601438,0.04719557,-0.5667467,1.559747,0.1316298,-0.9409727,1.498014,0.163739,-0.977308,1.412064,
1508,-0.09540622,-0.1924556,1.591565,-0.1036022,-0.1282903,1.624415,-0.08878573,0.2036417,1.602889,-0.0578865,0.4007006,1.545127,-0.2666637,0.1076643,1.572143,-0.476772,0.07218602,1.454377,-0.5921315,0.1373573,1.261786,-0.616609,0.1837459,1.184791,0.07389853,0.1166276,1.667721,0.3235278,0.0005074446,1.700112,0.5420252,0.01716645,1.587658,0.6359764,0.01242456,1.554482,-0.1744949,-0.2670588,1.571508,-0.287826,-0.5922972,1.462873,-0.3940568,-0.8971589,1.347965,-0.3832467,-0.9269136,1.256268,-0.01938358,-0.2716571,1.601438,0.04719557,-0.5667467,1.559747,0.1316298,-0.9409727,1.498014,0.163739,-0.977308,1.412064,
1530,-0.1122434,-0.1893025,1.581571,-0.1205441,-0.1252436,1.611927,-0.1033776,0.2031929,1.58849,-0.06850135,0.3989718,1.533313,-0.2843433,0.1091453,1.549159,-0.4951862,0.1085094,1.415035,-0.588912,0.2047262,1.224108,-0.608489,0.2550722,1.14823,0.06569366,0.1179288,1.658102,0.3102856,0.03618908,1.687588,0.5181142,0.07372526,1.602815,0.6049698,0.09315398,1.575354,-0.193523,-0.2652637,1.560499,-0.3048201,-0.5875398,1.436534,-0.408891,-0.8888915,1.307512,-0.3951511,-0.9178696,1.215888,-0.03440438,-0.271015,1.594452,0.0451531,-0.5641949,1.556355,0.1458012,-0.9350963,1.499261,0.1817893,-0.9715404,1.414719,
1547,-0.1122434,-0.1893025,1.581571,-0.1205441,-0.1252436,1.611927,-0.1033776,0.2031929,1.58849,-0.06850135,0.3989718,1.533313,-0.2843433,0.1091453,1.549159,-0.4951862,0.1085094,1.415035,-0.588912,0.2047262,1.224108,-0.608489,0.2550722,1.14823,0.06569366,0.1179288,1.658102,0.3102856,0.03618908,1.687588,0.5181142,0.07372526,1.602815,0.6049698,0.09315398,1.575354,-0.193523,-0.2652637,1.560499,-0.3048201,-0.5875398,1.436534,-0.408891,-0.8888915,1.307512,-0.3951511,-0.9178696,1.215888,-0.03440438,-0.271015,1.594452,0.0451531,-0.5641949,1.556355,0.1458012,-0.9350963,1.499261,0.1817893,-0.9715404,1.414719,
1564,-0.1333291,-0.1790266,1.570526,-0.1409914,-0.1156944,1.598908,-0.1206849,0.2078169,1.575709,-0.08704089,0.4018075,1.51548,-0.3014344,0.1189208,1.526899,-0.5155315,0.1486867,1.373526,-0.5808627,0.2673867,1.183562,-0.5904214,0.3295124,1.114901,0.04451574,0.1296895,1.64039,0.2979275,0.07341447,1.682232,0.5067955,0.1344143,1.620314,0.5906886,0.163696,1.592569,-0.2139944,-0.2552847,1.548954,-0.3100004,-0.579918,1.414873,-0.3995458,-0.8827055,1.276687,-0.3827903,-0.9111968,1.185391,-0.0572436,-0.2618032,1.585129,0.02341901,-0.5557727,1.549714,0.1252068,-0.9267316,1.49609,0.1625577,-0.9638224,1.41231,
1580,-0.1333291,-0.1790266,1.570526,-0.1409914,-0.1156944,1.598908,-0.1206849,0.2078169,1.575709,-0.08704089,0.4018075,1.51548,-0.3014344,0.1189208,1.526899,-0.5155315,0.1486867,1.373526,-0.5808627,0.2673867,1.183562,-0.5904214,0.3295124,1.114901,0.04451574,0.1296895,1.64039,0.2979275,0.07341447,1.682232,0.5067955,0.1344143,1.620314,0.5906886,0.163696,1.592569,-0.2139944,-0.2552847,1.548954,-0.3100004,-0.579918,1.414873,-0.3995458,-0.8827055,1.276687,-0.3827903,-0.9111968,1.185391,-0.0572436,-0.2618032,1.585129,0.02341901,-0.5557727,1.549714,0.1252068,-0.9267316,1.49609,0.1625577,-0.9638224,1.41231,
1604,-0.1581478,-0.1644613,1.555687,-0.1662631,-0.1009048,1.582041,-0.1463445,0.2220568,1.559143,-0.1109022,0.4127447,1.495868,-0.3212471,0.1366621,1.502522,-0.5283861,0.182897,1.344615,-0.5610075,0.3215848,1.160265,-0.5576435,0.3756838,1.117985,0.01858258,0.1493667,1.623102,0.2766858,0.1246051,1.67698,0.4840448,0.1954569,1.622625,0.5699776,0.2262751,1.604855,-0.2381242,-0.2392631,1.533113,-0.3170771,-0.5661407,1.398396,-0.3910959,-0.8725902,1.259037,-0.3707913,-0.9014205,1.168589,-0.08370054,-0.2469978,1.571235,0.002194569,-0.538602,1.552047,0.111143,-0.9084697,1.518863,0.151675,-0.9469035,1.437447,
1628,-0.1860609,-0.1463747,1.539428,-0.1945655,-0.08257156,1.56366,-0.1744479,0.2405519,1.540954,-0.1301748,0.4238762,1.482286,-0.3433061,0.1618152,1.477413,-0.5374171,0.2000043,1.322222,-0.5512257,0.3468682,1.142302,-0.5348414,0.4215496,1.088968,-0.005014177,0.1680812,1.610985,0.2583361,0.1541335,1.678632,0.460865,0.2420478,1.63482,0.4967458,0.2911047,1.618657,-0.2647315,-0.2215154,1.516311,-0.3135109,-0.504402,1.407448,-0.3756437,-0.8647289,1.260011,-0.3510126,-0.8978895,1.170277,-0.112225,-0.2274268,1.556721,-0.02492798,-0.5236217,1.55057,0.08321095,-0.8905323,1.533734,0.1261017,-0.927291,1.454801,
1724,-0.2453966,-0.1171665,1.502383,-0.2545755,-0.0514402,1.521599,-0.2324413,0.2781491,1.498361,-0.1738336,0.4571533,1.445544,-0.3845611,0.195906,1.426607,-0.5608366,0.2142819,1.266899,-0.5375938,0.3793908,1.106649,-0.5189325,0.4025077,1.100197,-0.06572961,0.1996899,1.587657,0.1919545,0.1966604,1.689639,0.3977158,0.2815843,1.681068,0.4603746,0.3504122,1.678032,-0.3202386,-0.1888683,1.472077,-0.3586244,-0.4779827,1.386964,-0.407069,-0.8428581,1.270634,-0.3741625,-0.8810837,1.18565,-0.1754266,-0.1975148,1.529128,-0.09908344,-0.4994682,1.526923,-0.008029759,-0.8596048,1.514497,0.04024473,-0.8976939,1.439531,
1763,-0.3025475,-0.1158978,1.459292,-0.3126426,-0.04967254,1.475747,-0.2864602,0.2821683,1.459756,-0.2204048,0.4690131,1.411782,-0.4213206,0.1990039,1.376585,-0.578315,0.1994491,1.194947,-0.5059326,0.3577079,1.044705,-0.4859016,0.3853177,1.050396,-0.1358333,0.2035086,1.569104,0.06382581,0.1789226,1.705396,0.2748196,0.2614028,1.713977,0.343922,0.3198017,1.735042,-0.371355,-0.1832044,1.423883,-0.4157194,-0.4730981,1.354979,-0.4712382,-0.8358781,1.259709,-0.4299803,-0.878146,1.180557,-0.2388527,-0.1926523,1.490612,-0.1615048,-0.4835694,1.494447,-0.06563245,-0.8441602,1.490008,-0.007792268,-0.8823494,1.42164,
1844,-0.3568722,-0.1480916,1.413937,-0.3688994,-0.08001454,1.429032,-0.3401989,0.2614101,1.420851,-0.2639348,0.4508719,1.384637,-0.4564692,0.1667188,1.325946,-0.598439,0.1473183,1.132716,-0.4714236,0.2928575,0.9863595,-0.4334268,0.3463452,0.9664183,-0.2091455,0.1629144,1.546944,-0.02193967,0.1147305,1.721483,0.1735487,0.1727934,1.794025,0.2496083,0.221641,1.814911,-0.4191354,-0.20939,1.371973,-0.4630025,-0.5561427,1.309831,-0.5029638,-0.8720216,1.239857,-0.4506965,-0.9131582,1.169477,-0.2997782,-0.2207694,1.449427,-0.2290156,-0.5119237,1.452519,-0.1418022,-0.8707652,1.447049,-0.07511479,-0.9117236,1.386031,
1866,-0.3748078,-0.1545143,1.400095,-0.3885849,-0.08745558,1.412743,-0.3705969,0.2487651,1.399474,-0.2918322,0.4369837,1.364492,-0.4800628,0.1528466,1.306119,-0.6170868,0.104363,1.115533,-0.4507118,0.2463954,0.9415702,-0.4154178,0.2942035,0.9082603,-0.2329848,0.153692,1.545073,-0.07340049,0.06933513,1.722825,0.1182879,0.1196866,1.8065,0.1754383,0.150652,1.818355,-0.4346503,-0.2156592,1.356213,-0.4933184,-0.5582591,1.278549,-0.546413,-0.8683113,1.194827,-0.4934499,-0.9088539,1.124739,-0.3177317,-0.2279289,1.438907,-0.2528161,-0.5208006,1.44495,-0.173333,-0.8793954,1.442967,-0.1046987,-0.9210652,1.384568,
1895,-0.3875347,-0.161773,1.3885,-0.4023721,-0.09433262,1.401383,-0.385285,0.2455478,1.392912,-0.3045338,0.430418,1.348399,-0.4952716,0.1485556,1.2955,-0.6056553,0.04335078,1.112538,-0.4352366,0.1584907,0.8854157,-0.3962364,0.2010365,0.8495535,-0.263901,0.1510672,1.536573,-0.1584778,0.02129356,1.698502,0.06756613,0.04057803,1.823268,0.1437973,0.05771714,1.871711,-0.4429131,-0.2208093,1.346889,-0.5322098,-0.555794,1.261674,-0.6125384,-0.8571365,1.171512,-0.5611532,-0.8991947,1.101268,-0.3323498,-0.2332258,1.425372,-0.290149,-0.5841649,1.435208,-0.2521865,-0.8998595,1.430552,-0.1850022,-0.9396719,1.373589,
2021,-0.4052873,-0.168019,1.374516,-0.4256571,-0.09992085,1.384105,-0.4348295,0.2502134,1.362115,-0.3343298,0.4320985,1.318179,-0.5272586,0.14351,1.266718,-0.5521297,-0.08654608,1.227355,-0.4914582,-0.11357,0.9807854,-0.4492281,-0.1301879,0.9295949,-0.3284453,0.159807,1.497093,-0.320124,-0.05314331,1.657012,-0.1943463,-0.1921319,1.757916,-0.1339077,-0.2473844,1.801054,-0.4515871,-0.2276086,1.33149,-0.5370396,-0.568599,1.2594,-0.61247,-0.8695972,1.182041,-0.5576316,-0.913263,1.115466,-0.3529305,-0.2341917,1.416211,-0.3280315,-0.5890806,1.426688,-0.3060528,-0.9023471,1.422214,-0.2370768,-0.9430523,1.36807,
2046,-0.4133692,-0.1674132,1.369618,-0.4345427,-0.09828495,1.378113,-0.4445639,0.2557972,1.352589,-0.3461476,0.4344923,1.308081,-0.531401,0.1459967,1.258398,-0.580025,-0.06096312,1.181337,-0.4820184,-0.1582318,0.9987902,-0.4414601,-0.1945273,0.9567649,-0.3418267,0.1639125,1.482013,-0.3401199,-0.05305109,1.640729,-0.2805939,-0.2429361,1.719213,-0.2319392,-0.3121617,1.757888,-0.4564411,-0.2266515,1.327712,-0.5365016,-0.5684992,1.261395,-0.6071526,-0.8701692,1.189149,-0.5511371,-0.9143392,1.124056,-0.3638626,-0.2292161,1.411733,-0.3333174,-0.5823188,1.422047,-0.3063622,-0.8939211,1.417425,-0.236549,-0.9339359,1.364033,
2062,-0.4205368,-0.1670916,1.363538,-0.4416491,-0.09695044,1.371655,-0.450683,0.2610604,1.345047,-0.3529882,0.4368675,1.302772,-0.5337589,0.1481452,1.251866,-0.5806617,-0.06039028,1.180521,-0.4757445,-0.1900696,1.02634,-0.4330585,-0.2331209,0.9943004,-0.3500109,0.1664932,1.471304,-0.3684264,-0.06709586,1.627126,-0.3384718,-0.2750505,1.675253,-0.3060297,-0.3548701,1.709651,-0.4623629,-0.2260308,1.321661,-0.5391097,-0.5686922,1.263866,-0.6068363,-0.8710801,1.199144,-0.5500709,-0.9162745,1.135576,-0.3720443,-0.2256471,1.406291,-0.3389078,-0.5771912,1.419275,-0.3096658,-0.8874179,1.417013,-0.239337,-0.927398,1.364465,
2080,-0.4205368,-0.1670916,1.363538,-0.4416491,-0.09695044,1.371655,-0.450683,0.2610604,1.345047,-0.3529882,0.4368675,1.302772,-0.5337589,0.1481452,1.251866,-0.5806617,-0.06039028,1.180521,-0.4757445,-0.1900696,1.02634,-0.4330585,-0.2331209,0.9943004,-0.3500109,0.1664932,1.471304,-0.3684264,-0.06709586,1.627126,-0.3384718,-0.2750505,1.675253,-0.3060297,-0.3548701,1.709651,-0.4623629,-0.2260308,1.321661,-0.5391097,-0.5686922,1.263866,-0.6068363,-0.8710801,1.199144,-0.5500709,-0.9162745,1.135576,-0.3720443,-0.2256471,1.406291,-0.3389078,-0.5771912,1.419275,-0.3096658,-0.8874179,1.417013,-0.239337,-0.927398,1.364465,
2103,-0.4243699,-0.1651911,1.359856,-0.4455386,-0.09455081,1.367648,-0.4536572,0.2652197,1.340796,-0.356971,0.4379652,1.299785,-0.5350138,0.1515459,1.246848,-0.5809829,-0.05782309,1.178918,-0.4598343,-0.2062045,1.060848,-0.3889096,-0.2581246,1.031629,-0.3568007,0.1692782,1.46395,-0.3722472,-0.06310733,1.621407,-0.3688885,-0.2815427,1.617375,-0.3540408,-0.3373909,1.655474,-0.4668089,-0.2227084,1.316105,-0.5377632,-0.566905,1.267295,-0.6002963,-0.8702503,1.210558,-0.5422179,-0.9161877,1.148931,-0.3758329,-0.2224458,1.403938,-0.3561102,-0.5746354,1.410855,-0.3387283,-0.8850253,1.403231,-0.269345,-0.9261296,1.350528,
2120,-0.4243699,-0.1651911,1.359856,-0.4455386,-0.09455081,1.367648,-0.4536572,0.2652197,1.340796,-0.356971,0.4379652,1.299785,-0.5350138,0.1515459,1.246848,-0.5809829,-0.05782309,1.178918,-0.4598343,-0.2062045,1.060848,-0.3889096,-0.2581246,1.031629,-0.3568007,0.1692782,1.46395,-0.3722472,-0.06310733,1.621407,-0.3688885,-0.2815427,1.617375,-0.3540408,-0.3373909,1.655474,-0.4668089,-0.2227084,1.316105,-0.5377632,-0.566905,1.267295,-0.6002963,-0.8702503,1.210558,-0.5422179,-0.9161877,1.148931,-0.3758329,-0.2224458,1.403938,-0.3561102,-0.5746354,1.410855,-0.3387283,-0.8850253,1.403231,-0.269345,-0.9261296,1.350528,
2139,-0.4271138,-0.1637999,1.357783,-0.4483433,-0.09280705,1.365224,-0.4556585,0.268342,1.337876,-0.3593432,0.4383249,1.298444,-0.5354301,0.1549507,1.242589,-0.5804428,-0.05543451,1.17887,-0.4547963,-0.217131,1.08962,-0.3825266,-0.2700979,1.06675,-0.3615279,0.1714203,1.459833,-0.3767062,-0.06077836,1.617555,-0.3614308,-0.2833904,1.482669,-0.3465359,-0.3423106,1.52089,-0.4689973,-0.2203707,1.313757,-0.5373368,-0.5647508,1.269001,-0.5974925,-0.8678904,1.215882,-0.5384234,-0.9142318,1.15573,-0.3795579,-0.2199785,1.402359,-0.370376,-0.5721257,1.404012,-0.3622937,-0.8821023,1.391745,-0.2934794,-0.9240249,1.33919,
