6485796932153.028,11622572771996.217,-11944.543257379964,11622572771996.217,20827695266040.816,-21409.328529575232,-11944.543257379964,-21409.328529575232,0.0001823254734398614,NONE
111730522346604.62,3886903711827.7817,-22447.81830462985,3886903711827.7817,135218664209.90092,-786.7830739265767,-22447.81830462985,-786.7830739265767,0.0005920267261305324,NONE
35483460377692.83,-24100851648618.848,13378.370846179643,-24100851648618.848,16369628347100.281,-9090.272996321093,13378.370846179643,-9090.272996321093,0.00010517731227245937,NONE
78306976016204.4,6437778472993.454,-15924.285089568066,6437778472993.454,529263299367.5684,-1310.3197280321592,-15924.285089568066,-1310.3197280321592,0.00013710533297889968,NONE
207860293478236.97,-64665619817739.7,34945.914435161954,-64665619817739.7,20117562830265.35,-10875.098146188355,34945.914435161954,-10875.098146188355,0.0001542181183257238,NONE
5363684066918.409,-983927835633.1451,-230.9335279591729,-983927835633.1451,180494386287.26303,41.42203417240081,-230.9335279591729,41.42203417240081,0.00016585903206840538,NONE
137655072956878.38,-11802924890518.02,-20081.657306552217,-11802924890518.02,1012016305858.3474,1724.703042658593,-20081.657306552217,1724.703042658593,0.0005446525650435187,NONE
45517492769.60139,-447780482291.9224,-58.09892480037611,-447780482291.9224,4405072604410.449,561.229548799304,-58.09892480037611,561.229548799304,0.0001148695136653336,NONE
3583328175749.014,3068725199600.115,-3714.381256267645,3068725199600.115,2628024801181.579,-3186.8103785021012,-3714.381256267645,-3186.8103785021012,0.00031135750738502306,NONE
5176444188016.923,3531758368993.7437,-5600.558137531203,3531758368993.7437,2409630591990.341,-3823.0630279636684,-5600.558137531203,-3823.0630279636684,5.718593061727867e-05,NONE
11577733652384.037,-5689270787337.882,-10540.924040782675,-5689270787337.882,2795694325223.6646,5178.245805727016,-10540.924040782675,5178.245805727016,3.177294137567546e-05,NONE
2218329893349.2275,-1422601467548.5256,3934.0898710866763,-1422601467548.5256,912306765811.1323,-2535.916606115534,3934.0898710866763,-2535.916606115534,0.00018771541123524668,NONE
1719527207369.1548,1590690240988.0852,-1982.1602690066084,1590690240988.0852,1471506525246.2551,-1833.6831077770223,-1982.1602690066084,-1833.6831077770223,7.7940972159718e-05,NONE
